N_EXPEDIENT,DISTRICTE,BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA,LONGITUD_X,LATITUD_Y
03-2009-0176,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,5,1,2.137886611,41.37717022
03-2009-0177,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,3,1,2.137886611,41.37717022
03-2009-0178,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,6,2,2.137886611,41.37717022
03-2009-0102,SANTS-MONTJUÏC,Hostafrancs,CARRER,CREU COBERTA,2,32,,,,,,,AT,,2.146978941,41.37528471
03-2009-0103,SANTS-MONTJUÏC,Hostafrancs,CARRER,CREU COBERTA,2,32,,,,,,,PR,,2.146978941,41.37528471
02-2009-0725,L'EIXAMPLE,Sant Antoni,CARRER,VILADOMAT,1,13,,,,,,,2,2,2.162377048,41.37571049
04-2010-0212,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,5,5,2.131025036,41.38352989
02-2009-0597,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,83,,,,,,,1,4,2.161740552,41.39430074
02-2009-0596,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,83,,,,,,,2,6,2.161740552,41.39430074
10-2009-0347,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,SALVADOR ESPRIU,1,75,,,,,,,2,B,2.199917229,41.39133785
03-2009-0179,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,5,2,2.137886611,41.37717022
03-2009-0180,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,3,2,2.137886611,41.37717022
03-2009-0181,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,4,2,2.137886611,41.37717022
03-2009-0182,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,2,2,2.137886611,41.37717022
03-2009-0183,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,7,3,2.137886611,41.37717022
03-2009-0184,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,5,3,2.137886611,41.37717022
03-2009-0185,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,3,3,2.137886611,41.37717022
03-2009-0186,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,5,4,2.137886611,41.37717022
03-2009-0187,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,3,4,2.137886611,41.37717022
03-2009-0188,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,8,1,2.137886611,41.37717022
02-2009-0658,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,83,,,,,,,5,4,2.161740552,41.39430074
02-2009-0659,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,83,,,,,,,5,5,2.161740552,41.39430074
04-2010-0208,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,5,1,2.131025036,41.38352989
02-2009-0743,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,1,2,2.153180164,41.38777537
02-2009-0744,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,2,1,2.153180164,41.38777537
02-2009-0377,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,366,,,,,,,3,3,2.170564036,41.39801108
02-2009-0378,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,366,,,,,,,4,3,2.170564036,41.39801108
02-2009-0379,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,VALENCIA,2,366,,,,,,,4,4,2.170564036,41.39801108
06-2009-0230,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,2,24,,,,,,,1,1,2.160701366,41.39911295
02-2009-0798,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,TRAFALGAR,1,5,,,,,,,PR,1,2.174337328,41.38905853
03-2009-0287,SANTS-MONTJUÏC,el Poble Sec,CARRER,OLIVERA,1,35,,,,,,,1,2,2.157035508,41.37359066
02-2009-0539,L'EIXAMPLE,la Dreta de l'Eixample,PLAÇA,TETUAN,1,17,,,,,,,4,3,2.174692316,41.39495176
02-2009-0540,L'EIXAMPLE,el Fort Pienc,CARRER,SARDENYA,1,195,,,,,,,2,6,2.179542676,41.39856026
02-2009-0541,L'EIXAMPLE,la Dreta de l'Eixample,RAMBLA,CATALUNYA,1,99,,,,,,,6,1,2.160290487,41.39318141
03-2009-0189,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,8,2,2.137886611,41.37717022
06-2010-0273,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,NAPOLS,2,290,,,,,,B,5,2,2.169150273,41.40328298
02-2009-0663,L'EIXAMPLE,la Dreta de l'Eixample,PLAÇA,TETUAN,2,10,,,,,,,4,1,2.175026678,41.39413806
02-2009-0307,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,2,1,2.16670104,41.38584176
02-2009-0308,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,2,2,2.16670104,41.38584176
02-2009-0309,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,2,3,2.16670104,41.38584176
02-2009-0310,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,2,4,2.16670104,41.38584176
02-2009-0311,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,2,5,2.16670104,41.38584176
02-2009-0312,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,2,6,2.16670104,41.38584176
02-2009-0313,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,3,2,2.16670104,41.38584176
02-2009-0314,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,3,1,2.16670104,41.38584176
02-2009-0315,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,3,3,2.16670104,41.38584176
02-2009-0316,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,3,4,2.16670104,41.38584176
10-2009-0130,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,CORSEGA,2,668,,,,,,,3,3,2.179526397,41.41158788
03-2009-0201,SANTS-MONTJUÏC,el Poble Sec,CARRER,VILA I VILA,1,53,,,,,,,5,3,2.170531376,41.37359289
10-2009-0133,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,ARQUITECTE SERT,2,20,,,,,,,4,2,2.198734263,41.39141058
10-2009-0134,SANT MARTI,el Poblenou,CARRER,LOPE DE VEGA,2,54,,,,,,,AT,,2.205742348,41.40294625
02-2009-0759,L'EIXAMPLE,la Sagrada Família,CARRER,CARTAGENA,1,227,,,,,,,5,,2.180177578,41.40660306
02-2009-0258,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,2,72,,,,,,,1,1,2.151450597,41.37912755
02-2009-0745,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,2,2,2.153180164,41.38777537
02-2009-0746,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,3,1,2.153180164,41.38777537
02-2009-0747,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,3,2,2.153180164,41.38777537
02-2009-0317,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PELAI,1,11,,,,,,,3,5,2.16670104,41.38584176
10-2009-0193,SANT MARTI,el Poblenou,PASSATGE,PIQUER,2,2,,6,,,,,3,2,2.206978739,41.40264635
10-2009-0194,SANT MARTI,,PASSATGE,PIQUER,2,2,,6,,,,,3,3,2.206978739,41.40264635
05-2009-0251,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,TRAVESSERA,GRACIA,1,13,,,,,,,3,3,2.146220992,41.39414215
10-2013-0517,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PASSEIG,GARCIA FARIA,1,75,,,,,,,23,1,2.215323118,41.40496996
03-2009-0283,SANTS-MONTJUÏC,el Poble Sec,CARRER,NOU DE LA RAMBLA,2,144,,,,,,,1,3,2.16771727,41.37286535
10-2009-0279,SANT MARTI,Diagonal Mar i el Front Marítim del Poblenou,PASSEIG,GARCIA FARIA,1,81,,,,,,,21,2,2.21700445,41.40621632
03-2009-0155,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,7,2,2.137886611,41.37717022
03-2009-0156,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,7,4,2.137886611,41.37717022
03-2009-0157,SANTS-MONTJUÏC,Sants,PASSEIG,SANT ANTONI,2,30,,,,,,,7,1,2.137886611,41.37717022
07-2009-0061,HORTA-GUINARDÓ,el Guinardó,PLAÇA,GUINARDO,2,2,,,,,,,SA,,2.175393857,41.42181094
02-2009-0748,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,4,1,2.153180164,41.38777537
02-2009-0749,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,4,2,2.153180164,41.38777537
02-2009-0750,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,5,1,2.153180164,41.38777537
02-2009-0751,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,5,2,2.153180164,41.38777537
02-2009-0220,L'EIXAMPLE,la Dreta de l'Eixample,PLAÇA,TETUAN,1,25,,,,,,,AT,2,2.175004505,41.39565034
10-2009-0318,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,1,1,2.182494949,41.40832062
10-2009-0319,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,1,3,2.182494949,41.40832062
10-2009-0320,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,1,2,2.182494949,41.40832062
10-2009-0321,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,2,3,2.182494949,41.40832062
10-2009-0322,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,2,2,2.182494949,41.40832062
03-2009-0342,SANTS-MONTJUÏC,el Poble Sec,CARRER,PIQUER,2,52,,,,,,,5,3,2.16772011,41.37371759
02-2009-0761,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BALMES,2,8,,,,,,,PR,3,2.166962345,41.38619984
02-2009-0535,L'EIXAMPLE,la Sagrada Família,AVINGUDA,GAUDI,2,36,,,,,,,3,4,2.174558109,41.40705662
06-2009-0085,GRACIA,la Vila de Gràcia,CARRER,CORSEGA,1,361,,,,,,,2,3,2.161809301,41.39853858
02-2009-0633,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BALMES,2,104,,,,,,,EN,2,2.158923738,41.39225211
04-2010-0205,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,4,6,2.131025036,41.38352989
04-2010-0206,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,4,7,2.131025036,41.38352989
10-2009-0291,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,DOCTOR TRUETA,1,73,,75,,,,,1,2,2.195174882,41.3925561
02-2009-0752,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,6,1,2.153180164,41.38777537
02-2009-0753,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,6,2,2.153180164,41.38777537
02-2009-0754,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,7,1,2.153180164,41.38777537
02-2009-0675,L'EIXAMPLE,el Fort Pienc,CARRER,AUSIAS MARC,2,136,,,,,,,1,1,2.184070501,41.39753415
04-2010-0213,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,5,6,2.131025036,41.38352989
10-2009-0323,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,2,1,2.182494949,41.40832062
10-2009-0324,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,3,3,2.182494949,41.40832062
10-2009-0325,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,3,2,2.182494949,41.40832062
10-2009-0326,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,3,1,2.182494949,41.40832062
10-2009-0327,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,4,1,2.182494949,41.40832062
10-2009-0328,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,4,2,2.182494949,41.40832062
10-2009-0330,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,4,3,2.182494949,41.40832062
10-2009-0331,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,5,1,2.182494949,41.40832062
10-2009-0332,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,5,2,2.182494949,41.40832062
02-2009-0272,L'EIXAMPLE,el Fort Pienc,AVINGUDA,DIAGONAL,1,245,,,,,,,3,1,2.180932278,41.40165436
02-2009-0274,L'EIXAMPLE,el Fort Pienc,AVINGUDA,DIAGONAL,1,245,,,,,,,3,2,2.180932278,41.40165436
02-2009-0275,L'EIXAMPLE,el Fort Pienc,AVINGUDA,DIAGONAL,1,245,,,,,,,4,2,2.180932278,41.40165436
02-2009-0515,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CONSELL DE CENT,1,221,,,,,,E,4,1,2.157871151,41.38533826
02-2009-0516,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,CONSELL DE CENT,1,221,,,,,,D,4,2,2.157871151,41.38533826
03-2009-0227,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,2,2,2.147024028,41.37598554
03-2009-0228,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,2,3,2.147024028,41.37598554
03-2009-0229,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,BJ,3,2.147024028,41.37598554
10-2009-0336,SANT MARTI,el Poblenou,PASSATGE,PIQUER,2,2,,6,,,,,BJ,5,2.206978739,41.40264635
10-2009-0337,SANT MARTI,el Poblenou,PASSATGE,PIQUER,2,2,,6,,,,,4,4,2.206978739,41.40264635
10-2009-0294,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,SALVADOR ESPRIU,1,75,,,,,,,1,D,2.199917229,41.39133785
02-2009-0755,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VILLARROEL,1,163,,,,,,,7,2,2.153180164,41.38777537
02-2009-0806,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,2,662,,,,,,,6,1A,2.171025128,41.39116223
02-2009-0807,L'EIXAMPLE,la Dreta de l'Eixample,GRAN VIA,CORTS CATALANES,2,662,,,,,,,6,1B,2.171025128,41.39116223
02-2009-0256,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,PAU CLARIS,2,74,,,,,,,5,2,2.17174459,41.38938165
03-2009-0231,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,BJ,2,2.147024028,41.37598554
10-2009-0338,SANT MARTI,,PASSATGE,PIQUER,2,2,,6,,,,,5,2,2.206978739,41.40264635
05-2013-0353,SARRIA-SANT GERVASI,les Tres Torres,RONDA,GENERAL MITRE,1,7,,,,,,,5,1,2.131022749,41.39320471
04-2010-0209,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,5,2,2.131025036,41.38352989
02-2009-0549,L'EIXAMPLE,Sant Antoni,GRAN VIA,CORTS CATALANES,2,448,,,,,,,1,2,2.154475289,41.3786894
02-2009-0681,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,SANT JOAN,2,60,,,,,,,1,2,2.173924396,41.39644644
10-2009-0333,SANT MARTI,el Camp de l'Arpa del Clot,CARRER,INDEPENDENCIA,1,297,,299,,,,,5,3,2.182494949,41.40832062
10-2009-0189,SANT MARTI,el Poblenou,CARRER,TAULAT,1,1,,,,,,,3,3,2.200914524,41.39494957
02-2009-0401,L'EIXAMPLE,Sant Antoni,AVINGUDA,PARAL.LEL,2,206,,,,,,,6,A,2.15061546,41.37525175
02-2009-0216,L'EIXAMPLE,la Sagrada Família,CARRER,PADILLA,1,275,,,,,,,2,3,2.175927856,41.40652097
02-2009-0682,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,SANT JOAN,2,60,,,,,,,PR,2,2.173924396,41.39644644
02-2009-0684,L'EIXAMPLE,el Fort Pienc,CARRER,AUSIAS MARC,2,136,,,,,,,PR,1,2.184070501,41.39753415
02-2009-0685,L'EIXAMPLE,el Fort Pienc,CARRER,AUSIAS MARC,2,136,,,,,,,PR,2,2.184070501,41.39753415
05-2009-0162,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,PLAÇA,GAL.LA PLACIDIA,1,1,,3,,,,A,6,1,2.152926038,41.39857818
05-2009-0164,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,PLAÇA,GAL.LA PLACIDIA,1,1,,3,,,,A,6,2,2.152926038,41.39857818
04-2010-0202,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,4,3,2.131025036,41.38352989
04-2010-0203,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,4,4,2.131025036,41.38352989
04-2010-0204,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,4,5,2.131025036,41.38352989
02-2009-0670,L'EIXAMPLE,la Nova Esquerra de l'Eixample,GRAN VIA,CORTS CATALANES,1,439,,,,,,,3,1,2.153358019,41.37854053
03-2009-0150,SANTS-MONTJUÏC,Sants - Badal,CARRER,CARRERAS I CANDI,1,19,,,,,,,4,2,2.126842294,41.37438812
02-2009-0262,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,BAILEN,1,23,,,,,,,PR,2,2.176156263,41.39258825
03-2009-0222,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,BJ,1,2.147024028,41.37598554
03-2009-0223,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,1,1,2.147024028,41.37598554
03-2009-0224,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,1,2,2.147024028,41.37598554
03-2009-0225,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,1,3,2.147024028,41.37598554
03-2009-0226,SANTS-MONTJUÏC,Hostafrancs,CARRER,PRINCEP JORDI,2,12,,,,,,,2,1,2.147024028,41.37598554
04-2010-0210,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,5,3,2.131025036,41.38352989
02-2009-0546,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,VALENCIA,1,121,,,,,,,2,2,2.15472009,41.3863691
03-2009-0306,SANTS-MONTJUÏC,Sants,CARRER,FERNANDEZ DURO,1,3,,,,,,,3,1,2.135493334,41.37450285
10-2009-0315,SANT MARTI,la Vila Olímpica del Poblenou,CARRER,ROSA SENSAT,2,16,,,,,,,BJ,,2.196296783,41.39149493
02-2009-0731,L'EIXAMPLE,Sant Antoni,RONDA,SANT PAU,1,75,,,,,,,1,1,2.163445925,41.37824604
02-2009-0773,L'EIXAMPLE,la Dreta de l'Eixample,CARRER,ALI BEI,1,29,,,,,,,1,2,2.178565554,41.39200047
02-2009-0781,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,2,58,,,,,,,AT,1,2.164793521,41.39267241
06-2009-0226,GRACIA,la Vila de Gràcia,CARRER,NIL FABRA,1,15,,,,,,,EN,4,2.15189948,41.40622221
02-2009-0426,L'EIXAMPLE,la Sagrada Família,CARRER,ARAGO,1,469,,473,,,,,1,5,2.179435662,41.40337479
06-2009-0107,GRACIA,el Camp d'en Grassot i Gràcia Nova,CARRER,SARDENYA,1,359,,,,,,,3,3,2.170131651,41.40566703
02-2009-0648,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,83,,,,,,,1,5,2.161740552,41.39430074
02-2009-0612,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,15,,,,,,,3,1B,2.167456569,41.38968095
06-2009-0395,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,2,4,2.154466017,41.4045206
06-2009-0396,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,2,3,2.154466017,41.4045206
06-2009-0397,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,2,2,2.154466017,41.4045206
06-2009-0398,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,2,1,2.154466017,41.4045206
06-2009-0399,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,1,4,2.154466017,41.4045206
06-2009-0400,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,1,3,2.154466017,41.4045206
06-2010-0075,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,2,226,,,,,,,5,2,2.151495742,41.40730372
07-2009-0185,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,1,441,,,,,,,2,1,2.173273332,41.4112917
07-2009-0186,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,1,441,,,,,,,3,1,2.173273332,41.4112917
02-2009-1207,L'EIXAMPLE,Sant Antoni,CARRER,COMTE BORRELL,1,125,,,,,,,EN,2,2.158111237,41.38063927
10-2010-0055,SANT MARTI,el Clot,CARRER,CORONEL SANFELIU,2,2,,4,,,,,EN,4,2.188076365,41.40692552
04-2010-0199,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,3,8,2.131025036,41.38352989
02-2010-0110,L'EIXAMPLE,la Sagrada Família,CARRER,ENAMORATS,1,5,,,,,,,PR,1,2.179464113,41.40186545
02-2010-0111,L'EIXAMPLE,la Sagrada Família,CARRER,ENAMORATS,1,5,,,,,,,PR,2,2.179464113,41.40186545
07-2009-0181,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,1,441,,443,,,,,PR,1,2.173273332,41.4112917
07-2009-0182,HORTA-GUINARDÓ,el Baix Guinardó,TRAVESSERA,GRACIA,1,441,,,,,,,1,1,2.173273332,41.4112917
06-2009-0335,GRACIA,el Camp d'en Grassot i Gràcia Nova,PASSATGE,NOGUES,1,5,,,,,,,EN,1,2.166871383,41.40741481
06-2009-0401,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,1,2,2.154466017,41.4045206
06-2009-0402,GRACIA,la Vila de Gràcia,CARRER,TORRENT DE L'OLLA,1,161,,,,,,,1,1,2.154466017,41.4045206
10-2010-0274,SANT MARTI,el Poblenou,CARRER,CASTANYS,1,5,,,,,,,1,2,2.205477345,41.40034962
02-2010-0085,L'EIXAMPLE,la Nova Esquerra de l'Eixample,CARRER,ENTENÇA,1,79,,,,,,,3,2,2.150898423,41.37926379
04-2010-0180,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,1,8,2.131025036,41.38352989
03-2009-0469,SANTS-MONTJUÏC,el Poble Sec,CARRER,PIQUER,1,55,,,,,,,1,4,2.16773124,41.37357993
02-2009-0879,L'EIXAMPLE,l'Antiga Esquerra de l'Eixample,CARRER,MALLORCA,2,152,,,,,,,EN,2,2.154670595,41.38775534
03-2009-0400,SANTS-MONTJUÏC,Sants,CARRER,FERNANDEZ DURO,1,3,,,,,,,PR,2,2.135493334,41.37450285
03-2009-0401,SANTS-MONTJUÏC,Sants,CARRER,FERNANDEZ DURO,1,3,,,,,,,1,1,2.135493334,41.37450285
02-2009-1021,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,1,165,,,,,,,1,3,2.175045026,41.41016533
02-2010-0094,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,1,165,,,,,,,5,1,2.175045026,41.41016533
10-2010-0101,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,2,1,2.204907018,41.3984393
05-2010-0017,SARRIA-SANT GERVASI,Sant Gervasi - Galvany,CARRER,BALMES,1,295,,,,,,,1,1,2.14631235,41.40178287
10-2010-0102,SANT MARTI,el Poblenou,RAMBLA,POBLENOU,2,16,,,,,,,2,2,2.204907018,41.3984393
04-2010-0195,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,3,4,2.131025036,41.38352989
04-2010-0196,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,3,5,2.131025036,41.38352989
02-2009-1072,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,1,165,,,,,,,2,1,2.175045026,41.41016533
02-2009-1073,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,1,165,,,,,,,2,2,2.175045026,41.41016533
02-2009-1074,L'EIXAMPLE,la Sagrada Família,CARRER,INDUSTRIA,1,165,,,,,,,PR,3,2.175045026,41.41016533
02-2009-1231,L'EIXAMPLE,Sant Antoni,GRAN VIA,CORTS CATALANES,2,474,,,,,,,2,1,2.155771303,41.37969822
03-2009-0513,SANTS-MONTJUÏC,Sants,CARRER,FERNANDEZ DURO,1,3,,,,,,,1,2,2.135493334,41.37450285
10-2010-0009,SANT MARTI,el Poblenou,CARRER,GALCERAN MARQUET,2,8,,,,,,,1,,2.205120485,41.39934389
10-2010-0010,SANT MARTI,el Poblenou,CARRER,GALCERAN MARQUET,2,8,,,,,,,2,,2.205120485,41.39934389
02-2010-0020,L'EIXAMPLE,Sant Antoni,CARRER,FLORIDABLANCA,1,125,,,,,,,PR,2,2.161632082,41.38098713
04-2010-0173,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,1,2,2.131025036,41.38352989
04-2010-0174,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,1,3,2.131025036,41.38352989
04-2010-0176,LES CORTS,les Corts,CARRER,JOAN GUELL,1,169,,,,,,,1,4,2.131025036,41.38352989
02-2009-1244,L'EIXAMPLE,la Dreta de l'Eixample,PASSEIG,GRACIA,1,83,,,,,,,PR,1,2.161740552,41.39430074
