N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA
01-2011-0192,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,MERCADERS,1,5,,,,,,,05,
01-2011-0193,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,1,15,,,,,,,01,1
01-2011-0196,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,1,15,,,,,,,02,2
01-2011-0255,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SANT MIQUEL,1,61,,,,,,,1,
01-2012-0185,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,FERRAN,1,7,,,,,,,01,1
01-2012-0193,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,FERRAN,1,7,,,,,,,03,3
01-2012-0209,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,COMTAL,1,33,,,,,,,EN,2
01-2012-0317,01,CIUTAT VELLA,02,el Barri Gòtic,Passeig,COLOM,2,2,,,,,,,04,B
01-2012-0629,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,CARDERS,1,23,,,,,,,01,2
01-2012-0637,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,MERCADERS,1,5,,,,,,,EN,
01-2012-0673,01,CIUTAT VELLA,02,el Barri Gòtic,Passatge,DORMITORI DE SANT FRANCESC,2,2,,,,,,,04,1
01-2013-0011,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,VIDRE,1,7,,,,,,,3,4
01-2013-0029,01,CIUTAT VELLA,01,el Raval,Carrer,CARRETES,1,1,,,,,,,02,1
01-2013-0071,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,DAGUERIA,1,3,,,,,,,EN,
01-2013-0073,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,DAGUERIA,1,3,,,,,,,02,
01-2013-0105,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,VIDRE,1,7,,,,,,,PR,1
01-2013-0106,01,CIUTAT VELLA,02,el Barri Gòtic,Plaça,REIAL,1,3,,,,,,,2,1
01-2013-0117,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,NOU DE SANT FRANCESC,1,7,,,,,,,03,2
01-2013-0147,01,CIUTAT VELLA,01,el Raval,Carrer,JOAQUIN COSTA,2,28,,,,,,,EN,1
01-2013-0153,01,CIUTAT VELLA,01,el Raval,Carrer,JOAQUIN COSTA,2,28,,,,,,,4,1
01-2013-0215,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,CORDERS,1,1,,,,,,,4,
01-2013-0218,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,CORDERS,1,1,,,,,,,1,
01-2013-0244,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,ARGENTERIA,2,6,,,,,,,EN,4
01-2013-0253,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,ARGENTERIA,2,6,,,,,,,02,3
01-2013-0269,01,CIUTAT VELLA,01,el Raval,Carrer,TALLERS,2,28,,,,,,,03,2
01-2013-0288,01,CIUTAT VELLA,02,el Barri Gòtic,Plaça,JOAQUIM XIRAU I PALAU,1,1,,,,,,,4,
01-2013-0303,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,SANT ANTONI DELS SOMBRERERS,2,4,,,,,,,01,1
01-2013-0394,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MEER,2,34,,,,,,,02,
01-2013-0425,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,2,10,,,,,,,PR,3
01-2013-0443,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ESCUDELLERS,2,18,,,,,,,2,
01-2013-0593,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RIPOLL,1,27,,,,,,,2,
01-2013-0625,01,CIUTAT VELLA,01,el Raval,Carrer,UNIO,1,21,,,,,,,04,2
01-2013-0633,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,VOLTA D'EN DUSAI,2,4,,,,,,,02,1
01-2013-0709,01,CIUTAT VELLA,02,el Barri Gòtic,Passeig,COLOM,1,3,,,,,,,PR,4
01-2013-0778,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,CARDERS,2,34,,,,,,,02,
01-2013-0808,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,2,62,,,,,,,1,B
01-2013-0818,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,BELLAFILA,1,5,,,,,,,01,1
01-2013-0828,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,ESPARTERIA,1,1,,,,,,,AT,1
01-2013-0838,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,20,,,,,,,02,1
01-2013-0955,01,CIUTAT VELLA,02,el Barri Gòtic,Passatge,BACARDI,1,1,,,,,,,2,3
01-2013-0966,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,POM D'OR,2,2,,,,,,,02,2
01-2013-0975,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,PESCATERIA,1,1,,,,,,,03,1
01-2013-0980,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,PESCATERIA,1,1,,,,,,,04,1
01-2013-1005,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,BEAT SIMO,1,3,,,,,,,3,
01-2013-1026,01,CIUTAT VELLA,01,el Raval,Carrer,MONTSERRAT,1,1,,,,,,,03,
01-2014-0062,01,CIUTAT VELLA,01,el Raval,Carrer,JUNTA DE COMERÇ,1,23,,,,,,,PR,1
01-2014-0104,01,CIUTAT VELLA,01,el Raval,Carrer,TIGRE,2,10,,,,,,,1,2
01-2014-0153,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SAFAREIGS,1,15,,,,,,,02,
01-2014-0232,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,SANT PERE MES ALT,1,21,,,,,,,04,1
01-2014-0266,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,PORTAFERRISSA,1,27,,,,,,,2,
01-2014-0419,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,SOMBRERERS,1,3,,,,,,,02,
01-2014-0520,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,COMERCIAL,1,15,,,,,,,3,1
01-2017-0028,01,CIUTAT VELLA,01,el Raval,Carrer,RAMBLA,1,89,,,,,,,1,1
01-2017-0193,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,SANT SEVER,2,4,,,,,,,2,1
01-2017-0303,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,102,,104,,,,,PR,2
01-2017-0304,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,102,,104,,,,,1,1
01-2017-0520,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,PETRITXOL,1,17,,,,,,,2,3
01-2018-0010,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,102,,104,,,,,3,1
01-2018-0264,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,ARGENTERIA,1,21,,,,,,,3,
01-2019-0123,01,CIUTAT VELLA,01,el Raval,Carrer,CARME,1,11,,,,,,,PR,1
01-2019-0419,01,CIUTAT VELLA,01,el Raval,Rambla,RAVAL,2,26,,,,,,,4,
01-2022-0089,01,CIUTAT VELLA,03,la Barceloneta,Carrer,SALAMANCA,1,39,,,,,,,PR,2
01-2022-0119,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PONTEVEDRA,1,33,,,,,,,BJ,2
01-2022-0363,01,CIUTAT VELLA,01,el Raval,Carrer,EST,1,19,,,,,,,PR,2
01-2022-0515,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,102,,,,,,,3,3
01-2023-0020,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,102,,,,,,,2,3
01-2023-0021,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,RAMBLA,2,102,,,,,,,2,4
01-2023-0174,01,CIUTAT VELLA,01,el Raval,Carrer,SANT PAU,1,47,,,,,,,5,2
01-2023-0544,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,SANT PERE MITJA,2,4,,,,,,,1,1
01-2024-0021,01,CIUTAT VELLA,01,el Raval,Carrer,PEU DE LA CREU,2,28,B,,B,,,,2,1
01-2024-0025,01,CIUTAT VELLA,01,el Raval,Carrer,PEU DE LA CREU,2,28,B,,B,,,,4,1
01-2024-0026,01,CIUTAT VELLA,01,el Raval,Carrer,PEU DE LA CREU,2,28,B,,B,,,,4,2
01-2024-0045,01,CIUTAT VELLA,02,el Barri Gòtic,Carrer,ROCA,2,10,,,,,,,3,
01-2024-0058,01,CIUTAT VELLA,04,Sant Pere, Santa Caterina i la Ribera,Carrer,PORTADORES,2,2,,,,,,,1,
01-2024-0106,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,10,,,,,,,EN,2A
01-2024-0109,01,CIUTAT VELLA,01,el Raval,Carrer,NOU DE LA RAMBLA,2,10,,,,,,,2,2
01-2024-0114,01,CIUTAT VELLA,03,la Barceloneta,Carrer,PAREDES,1,3,,,,,,,BJ,
01-2024-0166,01,CIUTAT VELLA,03,la Barceloneta,Carrer,ALMIRALL BARCELO,1,3,,,,,,,3,2
01-2024-0171,01,CIUTAT VELLA,03,la Barceloneta,Carrer,ALMIRALL BARCELO,1,3,,,,,,,2,1
01-2024-0172,01,CIUTAT VELLA,03,la Barceloneta,Carrer,ALMIRALL BARCELO,1,3,,,,,,,2,2
01-2024-0254,01,CIUTAT VELLA,03,la Barceloneta,Carrer,MAR,1,107,,,,,,,1,1
02-2008-0568,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,02,1
02-2008-0572,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,283,,,,,,,04,1
02-2008-0591,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,BALMES,1,87,,,,,,,05,2
02-2008-0681,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,101,,,,,,,AT,1
02-2008-0713,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PELAI,1,11,,,,,,,1,C
02-2008-0716,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,2,112,,,,,,,AT,3
02-2008-0718,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Gran Via,CORTS CATALANES,2,662,,,,,,,4,1A
02-2008-0761,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,ARAGO,1,397,,,,,,,4,2
02-2008-0832,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,1,153,,,,,,,03,2
02-2008-0834,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,2,28,,30,,,,,4,A
02-2008-0919,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,1,97,,,,,,,02,4
02-2008-0922,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,1,97,,,,,,,03,4
02-2008-0952,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,MUNTANER,1,53,,,,,,,05,2
02-2008-0968,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,04,1
02-2008-0994,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,221,,,,,,D,PR,1
02-2008-0996,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,CONSELL DE CENT,1,221,,,,,,E,02,2
02-2008-1041,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MARINA,2,306,,,,,,C,03,2
02-2008-1044,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MARINA,2,306,,,,,,C,04,1
02-2008-1095,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,442,,,,,,,3,2
02-2008-1137,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CASP,1,63,,,,,,,2,1
02-2008-1142,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,CASP,2,190,,,,,,,06,1
02-2008-1174,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,03,5
02-2008-1183,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,194,,,,,,A,01,1
02-2008-1184,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,194,,,,,,,01,2
02-2008-1185,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,194,,,,,,,02,1
02-2008-1186,02,L'EIXAMPLE,05,el Fort Pienc,Avinguda,DIAGONAL,1,243,,,,,,,BJ,1
02-2008-1188,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,194,,,,,,,03,1
02-2008-1191,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,194,,,,,,,04,1
02-2008-1223,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,317,,,,,,,01,1
02-2008-1232,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,DIPUTACIO,1,197,,,,,,,05,2
02-2009-0006,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,98,,,,,,,01,2
02-2009-0008,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,98,,,,,,,02,1
02-2009-0012,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,98,,,,,,,04,2
02-2009-0014,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,98,,,,,,,05,1
02-2009-0015,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,98,,,,,,,05,2
02-2009-0031,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Plaça,DOCTOR LETAMENDI,2,26,,,,,,,02,1
02-2009-0076,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARIBAU,1,11,,,,,,A,PR,2
02-2009-0160,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,02,1
02-2009-0164,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,04,2
02-2009-0165,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,1,373,,,,,,,05,1
02-2009-0262,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,BAILEN,1,23,,,,,,,PR,2
02-2009-0289,02,L'EIXAMPLE,05,el Fort Pienc,Avinguda,DIAGONAL,1,245,,,,,,,02,1
02-2009-0290,02,L'EIXAMPLE,05,el Fort Pienc,Avinguda,DIAGONAL,1,245,,,,,,,02,2
02-2009-0311,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PELAI,1,11,,,,,,,2,5
02-2009-0390,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,66,,,,,,,01,1
02-2009-0411,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MARINA,1,229,,,,,,,03,3
02-2009-0612,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,15,,,,,,,3,1B
02-2009-0647,02,L'EIXAMPLE,05,el Fort Pienc,Plaça,TETUAN,2,36,,,,,,,17,2
02-2009-0655,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,04,3
02-2009-0659,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,05,5
02-2009-0744,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,163,,,,,,,02,1
02-2009-0749,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VILLARROEL,1,163,,,,,,,04,2
02-2009-0856,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,PELAI,1,5,,,,,,,03,1A
02-2009-0857,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Gran Via,CORTS CATALANES,1,569,,,,,,A,2,1
02-2009-0872,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,2,178,,,,,,,02,1
02-2009-0911,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MARINA,1,299,,,,,,D,SA,2
02-2009-0932,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,PR,4
02-2009-0963,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CASP,2,74,,,,,,,01,1
02-2009-0981,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CASP,2,74,,,,,,,04,1
02-2009-0984,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CASP,2,74,,,,,,,04,4
02-2009-0988,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CASP,2,74,,,,,,,05,3
02-2009-1013,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,1,335,,,,,,,3,2
02-2009-1028,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ENRIC GRANADOS,2,38,,,,,,,05,1
02-2009-1039,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,DIPUTACIO,2,266,,,,,,,PR,2A
02-2009-1097,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,INDUSTRIA,1,165,,,,,,,02,3
02-2009-1112,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,PR,1
02-2009-1129,02,L'EIXAMPLE,06,la Sagrada Família,Avinguda,GAUDI,2,14,,,,,,,04,1
02-2009-1155,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,INDUSTRIA,1,165,,,,,,,05,2
02-2009-1179,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,1,115,,,,,,,04,1
02-2009-1247,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,PR,3
02-2009-1248,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,01,2
02-2009-1249,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,03,2
02-2009-1254,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,AT,2
02-2009-1255,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,AT,3
02-2010-0291,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,TARRAGONA,2,114,,,,,,,16,2
02-2010-0317,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,1,123,,,,,,,1,2
02-2010-0333,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,39,,,,,,,AT,
02-2010-0360,02,L'EIXAMPLE,10,Sant Antoni,Carrer,MARQUES DE CAMPO SAGRADO,1,9,,,,,,,4,1
02-2010-0423,02,L'EIXAMPLE,10,Sant Antoni,Carrer,TAMARIT,2,162,,,,,,,03,2
02-2010-0482,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,,,,,,5,3
02-2010-0484,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,,,,,,2,3
02-2010-0513,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,CORSEGA,1,305,,,,,,,01,2
02-2010-0538,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,MARINA,1,119,,,,,,,01,2
02-2010-0690,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,VALENCIA,2,168,,170,,,,,05,3
02-2010-0712,02,L'EIXAMPLE,10,Sant Antoni,Carrer,SEPULVEDA,1,125,,,,,,,01,2A
02-2010-0882,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,347,,,,,,,01,4
02-2010-0889,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,VALENCIA,1,347,,,,,,,PR,1
02-2010-0895,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,SICILIA,1,159,,,,,,,03,4
02-2010-0932,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,69,,,,,,,02,A
02-2010-0933,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,69,,,,,,,05,C
02-2010-0936,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,69,,,,,,,05,D
02-2010-0962,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROGER DE LLURIA,1,47,,,,,,,4,
02-2010-1001,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SICILIA,1,255,,,,,,,01,1
02-2010-1003,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,SICILIA,1,255,,,,,,,01,3
02-2010-1099,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,COMTE D'URGELL,2,170,,,,,,,04,3
02-2010-1199,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,LEPANT,1,273,,,,,,,01,2
02-2010-1201,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,LEPANT,1,273,,,,,,,04,2
02-2010-1207,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,VALENCIA,1,469,,,,,,,04,3
02-2010-1213,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,VALENCIA,1,469,,,,,,,06,1
02-2010-1359,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,05,2
02-2010-1362,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,5,7
02-2010-1401,02,L'EIXAMPLE,05,el Fort Pienc,Carrer,AUSIAS MARC,1,59,,,,,,,04,1
02-2010-1410,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,ARAGO,1,155,,,,,,,5,C
02-2010-1416,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,UNIVERSITAT,2,16,,,,,,,3,4
02-2011-0040,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ARAGO,1,367,,,,,,,03,2
02-2011-0289,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,454,,,,,,,2,1
02-2011-0302,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,454,,,,,,,5,3
02-2011-0321,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,02,4
02-2011-0327,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,83,,,,,,,AT,4
02-2011-0384,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,SANT PERE,1,3,,,,,,,01,5
02-2011-0508,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,1,15,,,,,,,PR,1A
02-2011-0551,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,110,,,,,,,03,2
02-2011-0553,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,110,,,,,,,04,1
02-2011-0559,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,GIRONA,2,110,,,,,,,05,3
02-2011-0630,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,15,,,,,,,02,2
02-2011-0764,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,65,,,,,,,02,3
02-2011-0774,02,L'EIXAMPLE,10,Sant Antoni,Gran Via,CORTS CATALANES,2,448,,,,,,,02,2
02-2011-0895,02,L'EIXAMPLE,10,Sant Antoni,Carrer,COMTE BORRELL,1,73,,,,,,A,02,2
02-2011-0929,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,MALLORCA,2,246,,,,,,,AT,
02-2011-0972,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,VALENCIA,2,32,,34,,,,,2,2
02-2011-0985,02,L'EIXAMPLE,10,Sant Antoni,Carrer,VILLARROEL,2,28,,,,,,D,1,2
02-2011-0987,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ARAGO,1,95,,,,,,,04,1
02-2011-1023,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,VALENCIA,1,463,,,,,,,6,1
02-2011-1183,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,1,425,,,,,,,01,3
02-2011-1184,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Avinguda,JOSEP TARRADELLAS,2,40,,,,,,,1,1
02-2011-1216,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Carrer,PROVENÇA,2,232,,,,,,,PR,2
02-2011-1325,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,MALLORCA,2,362,,,,,,,01,1
02-2011-1385,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,DIPUTACIO,1,123,,125,,,,,PR,
02-2012-0184,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,UNIVERSITAT,2,10,,,,,,,03,1
02-2012-0205,02,L'EIXAMPLE,08,l'Antiga Esquerra de l'Eixample,Avinguda,ROMA,2,138,,,,,,,6,B
02-2012-0291,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,140,,,,,,,EN,
02-2012-0298,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,140,,,,,,,1,3
02-2012-0303,02,L'EIXAMPLE,09,la Nova Esquerra de l'Eixample,Carrer,ENTENÇA,2,140,,,,,,,3,2
02-2012-0356,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Ronda,UNIVERSITAT,1,13,,,,,,,PR,2
02-2012-0370,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Carrer,ROSSELLO,1,309,,,,,,,02,1
02-2012-0394,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,MALLORCA,1,423,,,,,,,01,2
02-2012-0423,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Rambla,CATALUNYA,1,31,,,,,,,1,1B
02-2012-0434,02,L'EIXAMPLE,07,la Dreta de l'Eixample,Passeig,GRACIA,2,50,,,,,,,06,1A
02-2012-0473,02,L'EIXAMPLE,06,la Sagrada Família,Carrer,ROSSELLO,2,380,,382,,,,,05,4
