N_EXPEDIENT,CODI_DISTRICTE,NOM_DISTRICTE,CODI_BARRI,NOM_BARRI,TIPUS_CARRER,CARRER,TIPUS_NUM,NUM1,LLETRA1,NUM2,LLETRA2,BLOC,PORTAL,ESCALA,PIS,PORTA
04-2011-0277,04,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,02,1
04-2011-0280,04,LES CORTS,19,les Corts,Carrer,EQUADOR,1,31,,,,,,,04,1
04-2012-0030,04,LES CORTS,20,la Maternitat i Sant Ramon,Carrer,ARIZALA,1,51,,,,,,,BJ,4
04-2012-0218,04,LES CORTS,19,les Corts,Carrer,BERLIN,1,29,,,,,,,03,2
04-2012-0265,04,LES CORTS,20,la Maternitat i Sant Ramon,Travessera,CORTS,2,114,,,,,,,01,2
04-2012-0309,04,LES CORTS,20,la Maternitat i Sant Ramon,Travessera,CORTS,2,84,,,,,,,02,2
04-2013-0141,04,LES CORTS,19,les Corts,Carrer,BERLIN,1,37,,,,,,,3,3
04-2013-0237,04,LES CORTS,19,les Corts,Carrer,CABALLERO,2,68,,,,,,,03,1
04-2013-0399,04,LES CORTS,21,Pedralbes,Avinguda,PEDRALBES,1,57,,61,,,,,AT,
04-2014-0127,04,LES CORTS,19,les Corts,Carrer,GALILEU,1,307,,,,,,,EN,3
04-2014-0141,04,LES CORTS,20,la Maternitat i Sant Ramon,Travessera,CORTS,2,118,,120,,,,,03,1
04-2014-0149,04,LES CORTS,21,Pedralbes,Avinguda,PEDRALBES,1,57,,61,,,,,1,1
04-2014-0198,04,LES CORTS,19,les Corts,Carrer,AVIACIO,2,16,,,,,,,01,2
04-2014-0214,04,LES CORTS,20,la Maternitat i Sant Ramon,Carrer,PINTOR PAHISSA,1,39,,,,,,B,08,1
04-2014-0231,04,LES CORTS,19,les Corts,Carrer,GUITARD,2,80,,,,,,,01,4
04-2014-0247,04,LES CORTS,19,les Corts,Carrer,VALLESPIR,1,163,,,,,,,04,2
04-2014-0286,04,LES CORTS,19,les Corts,Carrer,GALILEU,2,316,,,,,,,1,1
04-2014-0344,04,LES CORTS,19,les Corts,Travessera,CORTS,2,184,,,,,,,07,2
04-2014-0392,04,LES CORTS,20,la Maternitat i Sant Ramon,Travessera,CORTS,2,118,,,,,,,01,1
04-2014-0401,04,LES CORTS,20,la Maternitat i Sant Ramon,Travessera,CORTS,2,122,,,,,,,04,3
04-2023-0148,04,LES CORTS,19,les Corts,Carrer,MARQUES DE SENTMENAT,2,28,,36,,,,,5,9
04-2023-0171,04,LES CORTS,19,les Corts,Carrer,NOVELL,1,51,,53,,,,,2,3
04-2023-0208,04,LES CORTS,19,les Corts,Carrer,AVIACIO,2,16,,,,,,,1,3
04-2024-0026,04,LES CORTS,19,les Corts,Carrer,DEU I MATA,1,141,,,,,,,,
05-2008-0463,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,LAFORJA,2,128,,,,,,,EN,4
05-2008-0465,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,LAFORJA,2,128,,,,,,,02,3
05-2008-0496,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,GANDUXER,2,74,,76,,,,,EN,D
05-2009-0164,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Plaça,GAL.LA PLACIDIA,1,1,,3,,,,A,06,2
05-2011-0292,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,VALLIRANA,1,29,,,,,,,1,D
05-2011-0293,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,VALLIRANA,1,29,,,,,,,2,C
05-2011-0369,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,95,,,,,,,01,1
05-2012-0055,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,153,,,,,,,02,6
05-2012-0132,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Avinguda,DIAGONAL,2,506,,,,,,,07,1D
05-2012-0158,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,LAFORJA,2,40,,,,,,,04,1
05-2012-0179,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Avinguda,DIAGONAL,2,594,,,,,,,03,1
05-2012-0191,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,PRATS DE MOLLO,2,14,,,,,,,1,4
05-2012-0249,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Avinguda,DIAGONAL,2,572,,,,,,,2,1B
05-2012-0310,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,PRATS DE MOLLO,2,18,,,,,,,BJ,2
05-2012-0311,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,PRATS DE MOLLO,2,18,,,,,,,1,1
05-2012-0313,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,PRATS DE MOLLO,2,18,,,,,,,1,3
05-2012-0314,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,PRATS DE MOLLO,2,18,,,,,,,2,1
05-2012-0315,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,PRATS DE MOLLO,2,18,,,,,,,2,2
05-2012-0354,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,05,2
05-2012-0356,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,05,3
05-2012-0366,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,GANDUXER,2,50,,,,,,,02,4
05-2012-0434,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,226,,,,,,E,3,1
05-2012-0469,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,GANDUXER,2,50,,,,,,,04,3
05-2012-0479,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Ronda,GENERAL MITRE,2,164,,,,,,,05,3
05-2012-0526,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,FRANCOLI,1,55,,,,,,,2,3
05-2012-0528,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,FRANCOLI,1,55,,,,,,,2,1
05-2012-0533,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,FRANCOLI,1,55,,,,,,,4,4
05-2012-0534,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,FRANCOLI,1,55,,,,,,,PR,2
05-2012-0542,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,FRANCOLI,1,55,,,,,,,3,3
05-2012-0597,05,SARRIA-SANT GERVASI,23,Sarrià,Carrer,BONAPLATA,2,8,B,,,,,,AT,2
05-2012-0612,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,GANDUXER,2,50,,,,,,,06,4
05-2012-0621,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Plaça,GAL.LA PLACIDIA,1,1,,3,,,,B,18,1
05-2013-0040,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,SAGUES,2,18,,,,,,,AT,
05-2013-0084,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,06,2
05-2013-0101,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Passeig,SANT GERVASI,2,58,,,,,,,AT,1
05-2013-0164,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Ronda,GENERAL MITRE,2,238,,,,,,,01,2
05-2013-0220,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALVET,1,17,,,,,,,08,2
05-2013-0296,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,TEODORA LAMADRID,2,52,,60,,,,G,AT,
05-2013-0301,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,304,,,,,,,05,1
05-2013-0489,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,D,3,2
05-2013-0494,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BERTRAN,2,156,,,,,,,01,1
05-2013-0519,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,COPERNIC,1,81,,,,,,,02,2
05-2013-0572,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,251,,,,,,,02,2
05-2013-0583,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Via,AUGUSTA,1,87,,,,,,,02,
05-2013-0656,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,2,184,,,,,,,05,3
05-2013-0662,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Avinguda,PAU CASALS,2,16,,,,,,,07,
05-2014-0009,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,MUNTANER,2,254,,,,,,,01,1
05-2014-0020,05,SARRIA-SANT GERVASI,23,Sarrià,Carrer,ABAT SAMSO,2,4,,,,,,,BJ,
05-2014-0024,05,SARRIA-SANT GERVASI,24,les Tres Torres,Ronda,GENERAL MITRE,1,7,,,,,,,10,2
05-2014-0061,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,BERTRAN,2,142,,,,,,,EN,2
05-2014-0065,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,E,4,1
05-2014-0108,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,MARIA CUBI,2,98,,,,,,,02,2
05-2014-0125,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,CALAF,1,19,,,,,,,PR,2
05-2014-0181,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Carrer,ESCIPIO,1,23,,,,,,,,
05-2014-0194,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,BERLINES,1,19,,,,,,,01,3
05-2014-0197,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,TUSET,1,13,,,,,,,SA,EX
05-2014-0250,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,E,2,2
05-2014-0253,05,SARRIA-SANT GERVASI,23,Sarrià,Passeig,REINA ELISENDA DE MONTCADA,1,11,B,,,,,D,04,2
05-2014-0283,05,SARRIA-SANT GERVASI,24,les Tres Torres,Ronda,GENERAL MITRE,1,7,,,,,,,04,2
05-2014-0288,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,POMARET,1,7,,9,,,,D,04,
05-2014-0373,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,TUSET,2,30,,,,,,,01,3
05-2014-0492,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,PUJOL,2,8,,,,,,,01,4
05-2016-0327,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,ARIBAU,2,228,,,,,,,BJ,C
05-2020-0104,05,SARRIA-SANT GERVASI,23,Sarrià,Carrer,EUTERPE,1,9,,,,,,,1,1
05-2023-0097,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,3,2
05-2023-0253,05,SARRIA-SANT GERVASI,23,Sarrià,Passeig,MANUEL GIRONA,1,71,,,,,,,3,1
05-2023-0254,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CASTANYER,1,5,,,,,,,4,1
05-2023-0278,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CASTANYER,1,5,,,,,,,SA,2
05-2023-0305,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,PR,1
05-2023-0335,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,6,2
05-2023-0340,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,327,,329,,,,,AT,3
05-2023-0400,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,6,3
05-2023-0408,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,6,1
05-2023-0411,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,D,,BJ,1
05-2023-0416,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,,,1,2
05-2023-0428,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,,,3,2
05-2023-0431,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,,,3,5
05-2023-0432,05,SARRIA-SANT GERVASI,27,el Putxet i el Farró,Avinguda,REPUBLICA ARGENTINA,1,5,,7,,,,,3,6
05-2023-0521,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CASTANYER,1,5,,,,,,,1,2
05-2024-0125,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,1,1
05-2024-0126,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,2,1
05-2024-0127,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,MUNTANER,2,496,,,,,,,7,1
05-2024-0129,05,SARRIA-SANT GERVASI,25,Sant Gervasi - la Bonanova,Carrer,CASTANYER,1,5,,,,,,,4,3
05-2024-0175,05,SARRIA-SANT GERVASI,26,Sant Gervasi - Galvany,Carrer,BALMES,1,317,,,,,,,AT,2
06-2008-0187,06,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,BJ,1
06-2008-0188,06,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,BJ,2
06-2008-0189,06,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,01,1
06-2008-0194,06,GRACIA,31,la Vila de Gràcia,Carrer,BONAVISTA,2,4,,,,,,,02,2
06-2008-0244,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,VENTALLO,2,48,,,,,,,01,1
06-2008-0282,06,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,1,53,,55,,,,,01,4
06-2008-0287,06,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,1,53,,55,,,,,02,4
06-2008-0381,06,GRACIA,28,Vallcarca i els Penitents,Carrer,BOLIVAR,1,17,,,,,,,PR,1
06-2008-0404,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,115,,,,,,,01,2
06-2008-0411,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,115,,,,,,,02,4
06-2008-0434,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,1,133,,,,,,,02,1
06-2009-0170,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,ALIO,2,12,,,,,,,01,2
06-2009-0226,06,GRACIA,31,la Vila de Gràcia,Carrer,NIL FABRA,1,15,,,,,,,EN,4
06-2009-0393,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,161,,,,,,,03,2
06-2009-0395,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,161,,,,,,,02,4
06-2010-0130,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,1,39,,,,,,,PR,1
06-2010-0171,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,2,128,,,,,,,03,2
06-2010-0239,06,GRACIA,31,la Vila de Gràcia,Carrer,MARTINEZ DE LA ROSA,1,11,,,,,,,01,1
06-2010-0241,06,GRACIA,31,la Vila de Gràcia,Carrer,MARTINEZ DE LA ROSA,1,11,,,,,,,BJ,2
06-2010-0338,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA TECLA,1,3,,,,,,,01,3
06-2010-0475,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,CORSEGA,1,515,,515,B,,,,AT,2
06-2010-0485,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,113,,,,,,,01,A
06-2010-0495,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,113,,,,,,,03,A
06-2010-0514,06,GRACIA,31,la Vila de Gràcia,Carrer,FRANCISCO GINER,2,16,,,,,,,1,4
06-2010-0543,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,1,7,,,,,,,04,1
06-2012-0029,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT DOMENEC,1,11,,,,,,,02,2
06-2012-0047,06,GRACIA,31,la Vila de Gràcia,Travessera,GRACIA,2,98,B,,,,,,01,
06-2012-0083,06,GRACIA,31,la Vila de Gràcia,Carrer,MARIA,2,14,,,,,,,EN,
06-2012-0087,06,GRACIA,31,la Vila de Gràcia,Carrer,MARIA,2,14,,,,,,,02,
06-2012-0104,06,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,1,205,,,,,,,02,1
06-2012-0282,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT SALVADOR,2,20,,,,,,,01,1
06-2012-0284,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT SALVADOR,2,20,,,,,,,01,3
06-2012-0372,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,1,343,,,,,,,3,2
06-2012-0375,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Travessera,GRACIA,1,343,,,,,,,5,1
06-2012-0396,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SARDENYA,1,337,,,,,,,06,2
06-2012-0422,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE LES FLORS,2,42,,,,,,,3,1
06-2012-0436,06,GRACIA,29,el Coll,Carrer,RUBENS,2,14,,,,,,,AT,4
06-2012-0442,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROGER DE FLOR,1,233,,,,,,,02,2
06-2012-0465,06,GRACIA,31,la Vila de Gràcia,Carrer,NEPTU,2,30,,,,,,,,
06-2012-0477,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA PERPETUA,1,13,,,,,,,BJ,1
06-2012-0503,06,GRACIA,30,la Salut,Carrer,CA L'ALEGRE DE DALT,2,112,,,,,,,01,5
06-2012-0522,06,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,369,,,,,,,05,1
06-2012-0570,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SICILIA,1,335,,,,,,,05,2
06-2012-0579,06,GRACIA,31,la Vila de Gràcia,Avinguda,RIERA DE CASSOLES,2,2,,,,,,,1,3
06-2012-0585,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ENCARNACIO,2,142,,,,,,,EN,2
06-2012-0603,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT DOMENEC,1,5,,,,,,,02,2
06-2012-0619,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passeig,AMUNT,2,18,,,,,,,SA,
06-2013-0032,06,GRACIA,30,la Salut,Carrer,MARE DE DEU DE LA SALUT,2,92,,,,,,,BJ,1
06-2013-0055,06,GRACIA,31,la Vila de Gràcia,Passeig,GRACIA,1,117,,,,,,,1,1
06-2013-0059,06,GRACIA,31,la Vila de Gràcia,Via,AUGUSTA,2,58,,,,,,,03,2
06-2013-0063,06,GRACIA,31,la Vila de Gràcia,Carrer,BENET MERCADE,1,15,,,,,,,BJ,2
06-2013-0069,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,2,52,,,,,,,03,2
06-2013-0103,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,ROGER DE FLOR,2,288,,,,,,,04,2
06-2013-0105,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,BALCELLS,2,12,,,,,,,02,1
06-2013-0153,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,SA,
06-2013-0154,06,GRACIA,31,la Vila de Gràcia,Carrer,TORRENT DE L'OLLA,1,49,,,,,,,AT,
06-2013-0164,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,2,20,,,,,,,EN,4
06-2013-0179,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,SARDENYA,1,385,,,,,,,05,1
06-2013-0204,06,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,1,49,,,,,,,01,1
06-2013-0229,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Passatge,NOGUES,1,13,,,,,,,BJ,
06-2013-0288,06,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,16,,,,,,,03,3
06-2013-0292,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,INDUSTRIA,2,8,,,,,,,PR,2
06-2013-0294,06,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,1,103,,,,,,,BJ,
06-2013-0297,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA ROSA,1,19,,,,,,,02,1
06-2013-0330,06,GRACIA,31,la Vila de Gràcia,Carrer,RAMON Y CAJAL,1,95,,,,,,,BJ,1
06-2013-0371,06,GRACIA,31,la Vila de Gràcia,Carrer,RIERA DE SANT MIQUEL,1,29,,,,,,,02,2
06-2013-0390,06,GRACIA,31,la Vila de Gràcia,Carrer,JOAN BLANQUES,1,67,,69,,,,,02,2
06-2013-0412,06,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,01,1
06-2013-0416,06,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,1,55,,,,,,,03,1
06-2013-0493,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,2,6,,,,,,,BJ,1
06-2013-0502,06,GRACIA,31,la Vila de Gràcia,Carrer,SAMSO,2,4,,,,,,,01,2
06-2013-0508,06,GRACIA,31,la Vila de Gràcia,Carrer,FRANCISCO GINER,1,43,,,,,,,01,2
06-2013-0546,06,GRACIA,31,la Vila de Gràcia,Carrer,MARTI,1,43,,,,,,,BJ,2
06-2013-0556,06,GRACIA,31,la Vila de Gràcia,Carrer,LEGALITAT,2,26,,28,,,,,AT,2
06-2013-0559,06,GRACIA,31,la Vila de Gràcia,Carrer,SANTA MAGDALENA,2,6,,,,,,,04,1
06-2013-0598,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,BAILEN,2,220,,,,,,,03,
06-2013-0609,06,GRACIA,31,la Vila de Gràcia,Carrer,VALLFOGONA,1,29,,,,,,,02,1
06-2013-0614,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,GRASSOT,2,22,,,,,,,01,2
06-2013-0651,06,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,2,60,,68,,,,,01,4
06-2013-0655,06,GRACIA,31,la Vila de Gràcia,Carrer,SALINAS,1,13,,15,,,,,BJ,2
06-2013-0694,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT PERE MARTIR,2,12,,,,,,,PR,2
06-2013-0737,06,GRACIA,31,la Vila de Gràcia,Carrer,LEGALITAT,1,21,,,,,,,PR,2
06-2014-0081,06,GRACIA,31,la Vila de Gràcia,Carrer,ASTURIES,1,87,,,,,,,PR,2
06-2014-0092,06,GRACIA,31,la Vila de Gràcia,Carrer,ALZINA,2,34,,,,,,,BJ,
06-2014-0122,06,GRACIA,31,la Vila de Gràcia,Carrer,LLIBERTAT,1,15,,,,,,,4,1
06-2014-0139,06,GRACIA,31,la Vila de Gràcia,Carrer,CAMPRODON,1,23,,,,,,,BJ,1
06-2014-0150,06,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,1,67,,,,,,,AT,
06-2014-0154,06,GRACIA,31,la Vila de Gràcia,Carrer,PERLA,1,31,,,,,,,BJ,1
06-2014-0169,06,GRACIA,31,la Vila de Gràcia,Carrer,DOCTOR RIZAL,1,13,,,,,,,2,2
06-2014-0178,06,GRACIA,31,la Vila de Gràcia,Carrer,BENET MERCADE,1,31,,,,,,,BJ,2
06-2014-0208,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,GRASSOT,1,93,,,,,,,03,1
06-2014-0215,06,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,367,,,,,,,03,2
06-2014-0229,06,GRACIA,31,la Vila de Gràcia,Carrer,BRUNIQUER,1,51,,,,,,,02,3
06-2014-0232,06,GRACIA,31,la Vila de Gràcia,Avinguda,DIAGONAL,2,478,,,,,,,01,1
06-2014-0258,06,GRACIA,30,la Salut,Avinguda,COLL DEL PORTELL,1,57,,,,,,,AT,2
06-2014-0267,06,GRACIA,30,la Salut,Avinguda,COLL DEL PORTELL,1,57,,,,,,,01,2
06-2014-0276,06,GRACIA,31,la Vila de Gràcia,Carrer,SANT GABRIEL,1,15,,,,,,,02,2
06-2014-0296,06,GRACIA,31,la Vila de Gràcia,Carrer,LLUIS VIVES,2,4,,,,,,,01,2
06-2014-0329,06,GRACIA,31,la Vila de Gràcia,Carrer,RAMON Y CAJAL,1,41,,,,,,,1,1
06-2014-0338,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,NAPOLS,2,334,,,,,,,SA,1
06-2014-0345,06,GRACIA,32,el Camp d'en Grassot i Gràcia Nova,Carrer,CORSEGA,1,515,B,,,,,,04,2
06-2014-0346,06,GRACIA,28,Vallcarca i els Penitents,Avinguda,REPUBLICA ARGENTINA,2,248,,,,,,,BJ,2
06-2014-0352,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,2,18,,,,,,,02,1
06-2014-0364,06,GRACIA,31,la Vila de Gràcia,Carrer,MILA I FONTANALS,2,82,,,,,,,03,1
06-2014-0375,06,GRACIA,31,la Vila de Gràcia,Carrer,MOZART,2,20,,,,,,,EN,6
06-2014-0389,06,GRACIA,31,la Vila de Gràcia,Carrer,TORDERA,1,57,,,,,,,BJ,
06-2014-0392,06,GRACIA,31,la Vila de Gràcia,Carrer,MONTSENY,1,3,,,,,,,4,
06-2014-0397,06,GRACIA,31,la Vila de Gràcia,Carrer,GRAN DE GRACIA,2,70,,,,,,,03,1
06-2014-0401,06,GRACIA,31,la Vila de Gràcia,Carrer,MARTINEZ DE LA ROSA,2,32,,,,,,,AT,
06-2014-0403,06,GRACIA,31,la Vila de Gràcia,Plaça,VILA DE GRACIA,1,19,,,,,,,04,2
06-2014-0416,06,GRACIA,31,la Vila de Gràcia,Carrer,JOAN BLANQUES,2,12,,,,,,,01,1
06-2014-0428,06,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,367,,,,,,,04,3
06-2014-0432,06,GRACIA,31,la Vila de Gràcia,Carrer,CORSEGA,1,367,,,,,,,03,4
06-2014-0435,06,GRACIA,28,Vallcarca i els Penitents,Carrer,REPARTIDOR,2,26,,,,,,,02,3
06-2014-0496,06,GRACIA,29,el Coll,Passeig,MARE DE DEU DEL COLL,2,118,,,,,,5,BJ,D
06-2014-0531,06,GRACIA,31,la Vila de Gràcia,Carrer,VERDI,1,13,,,,,,,02,1
