Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Seccio_Censal,Import_Renda_Bruta_€
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,55,51091
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,56,47178
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,57,51091
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,58,51091
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,59,51067
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,60,51091
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,61,36625
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,62,45913
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,63,46571
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,64,43334
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,65,35650
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,66,45456
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,67,40815
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,68,38736
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,69,35661
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,70,33496
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,71,32530
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,72,38863
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,73,33531
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,74,40494
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,75,35895
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,76,36858
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,77,41439
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,78,42620
2022,5,Sarrià-Sant Gervasi,26,Sant Gervasi- Galvany,79,35682
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,80,33396
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,81,31907
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,82,30115
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,83,30994
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,84,31268
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,85,27846
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,86,30724
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,87,31828
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,88,33196
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,89,33205
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,90,31365
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,91,30201
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,92,44247
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,93,35890
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,94,41154
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,95,29978
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,96,28530
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,97,33651
2022,5,Sarrià-Sant Gervasi,27,el Putxet i el Farró,98,30125
2022,6,Gràcia,28,Vallcarca i els Penitents,1,24112
2022,6,Gràcia,28,Vallcarca i els Penitents,2,25543
2022,6,Gràcia,28,Vallcarca i els Penitents,3,22448
2022,6,Gràcia,28,Vallcarca i els Penitents,4,26350
2022,6,Gràcia,28,Vallcarca i els Penitents,6,35090
2022,6,Gràcia,28,Vallcarca i els Penitents,7,28706
2022,6,Gràcia,28,Vallcarca i els Penitents,8,25499
2022,6,Gràcia,28,Vallcarca i els Penitents,9,36654
2022,6,Gràcia,28,Vallcarca i els Penitents,10,31390
2022,6,Gràcia,28,Vallcarca i els Penitents,11,29748
2022,6,Gràcia,28,Vallcarca i els Penitents,12,34335
2022,6,Gràcia,29,el Coll,13,24534
2022,6,Gràcia,29,el Coll,14,21211
2022,6,Gràcia,29,el Coll,15,20602
2022,6,Gràcia,29,el Coll,16,19409
2022,6,Gràcia,29,el Coll,17,21213
2022,6,Gràcia,30,la Salut,18,22832
2022,6,Gràcia,30,la Salut,19,24374
2022,6,Gràcia,30,la Salut,20,26023
2022,6,Gràcia,30,la Salut,21,29347
2022,6,Gràcia,30,la Salut,22,26564
2022,6,Gràcia,30,la Salut,23,34656
2022,6,Gràcia,30,la Salut,24,26029
2022,6,Gràcia,30,la Salut,25,28558
2022,6,Gràcia,30,la Salut,26,27160
2022,6,Gràcia,30,la Salut,27,28199
2022,6,Gràcia,31,la Vila de Gràcia,28,22448
2022,6,Gràcia,31,la Vila de Gràcia,29,26794
2022,6,Gràcia,31,la Vila de Gràcia,30,22882
2022,6,Gràcia,31,la Vila de Gràcia,31,24947
2022,6,Gràcia,31,la Vila de Gràcia,32,23769
2022,6,Gràcia,31,la Vila de Gràcia,33,25136
2022,6,Gràcia,31,la Vila de Gràcia,34,23729
2022,6,Gràcia,31,la Vila de Gràcia,35,29748
2022,6,Gràcia,31,la Vila de Gràcia,36,28351
2022,6,Gràcia,31,la Vila de Gràcia,37,26818
2022,6,Gràcia,31,la Vila de Gràcia,38,24383
2022,6,Gràcia,31,la Vila de Gràcia,39,23965
2022,6,Gràcia,31,la Vila de Gràcia,40,27566
2022,6,Gràcia,31,la Vila de Gràcia,41,28538
2022,6,Gràcia,31,la Vila de Gràcia,42,33231
2022,6,Gràcia,31,la Vila de Gràcia,43,28634
2022,6,Gràcia,31,la Vila de Gràcia,44,34813
2022,6,Gràcia,31,la Vila de Gràcia,45,28071
2022,6,Gràcia,31,la Vila de Gràcia,46,25221
2022,6,Gràcia,31,la Vila de Gràcia,47,23597
2022,6,Gràcia,31,la Vila de Gràcia,48,24142
2022,6,Gràcia,31,la Vila de Gràcia,49,25660
2022,6,Gràcia,31,la Vila de Gràcia,50,21824
2022,6,Gràcia,31,la Vila de Gràcia,51,26137
2022,6,Gràcia,31,la Vila de Gràcia,52,25333
2022,6,Gràcia,31,la Vila de Gràcia,53,26050
2022,6,Gràcia,31,la Vila de Gràcia,54,23143
2022,6,Gràcia,31,la Vila de Gràcia,55,25779
2022,6,Gràcia,31,la Vila de Gràcia,56,23951
2022,6,Gràcia,31,la Vila de Gràcia,57,22592
2022,6,Gràcia,31,la Vila de Gràcia,58,26948
2022,6,Gràcia,31,la Vila de Gràcia,59,24070
2022,6,Gràcia,31,la Vila de Gràcia,60,23347
2022,6,Gràcia,31,la Vila de Gràcia,61,23140
2022,6,Gràcia,31,la Vila de Gràcia,62,22383
2022,6,Gràcia,31,la Vila de Gràcia,63,23647
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,64,25817
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,65,28141
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,66,27399
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,67,25224
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,68,29222
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,69,27160
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,70,24682
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,71,25883
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,72,30883
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,73,25050
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,74,24698
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,75,29311
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,76,27282
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,77,23345
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,78,23626
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,79,25824
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,80,24555
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,81,24739
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,82,25569
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,83,27487
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,84,25025
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,85,27088
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,86,30979
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,87,28941
2022,6,Gràcia,32,el Camp d'en Grassot i Gràcia Nova,88,25224
2022,7,Horta-Guinardó,33,el Baix Guinardó,1,26234
2022,7,Horta-Guinardó,33,el Baix Guinardó,2,22676
2022,7,Horta-Guinardó,33,el Baix Guinardó,3,24100
2022,7,Horta-Guinardó,33,el Baix Guinardó,4,21379
2022,7,Horta-Guinardó,33,el Baix Guinardó,5,22090
2022,7,Horta-Guinardó,33,el Baix Guinardó,6,24458
2022,7,Horta-Guinardó,33,el Baix Guinardó,7,21662
2022,7,Horta-Guinardó,33,el Baix Guinardó,8,23181
2022,7,Horta-Guinardó,33,el Baix Guinardó,9,21350
2022,7,Horta-Guinardó,33,el Baix Guinardó,10,24998
2022,7,Horta-Guinardó,33,el Baix Guinardó,11,21992
2022,7,Horta-Guinardó,33,el Baix Guinardó,12,20964
2022,7,Horta-Guinardó,33,el Baix Guinardó,13,24389
2022,7,Horta-Guinardó,33,el Baix Guinardó,14,20029
2022,7,Horta-Guinardó,33,el Baix Guinardó,15,21885
2022,7,Horta-Guinardó,33,el Baix Guinardó,16,25400
2022,7,Horta-Guinardó,33,el Baix Guinardó,17,21644
2022,7,Horta-Guinardó,33,el Baix Guinardó,18,21506
2022,7,Horta-Guinardó,33,el Baix Guinardó,19,22666
2022,7,Horta-Guinardó,34,Can Baró,20,20887
2022,7,Horta-Guinardó,34,Can Baró,21,25509
2022,7,Horta-Guinardó,34,Can Baró,22,21654
2022,7,Horta-Guinardó,34,Can Baró,23,18526
2022,7,Horta-Guinardó,34,Can Baró,24,20424
2022,7,Horta-Guinardó,34,Can Baró,25,19162
2022,7,Horta-Guinardó,34,Can Baró,26,20283
2022,7,Horta-Guinardó,35,el Guinardó,27,19270
2022,7,Horta-Guinardó,35,el Guinardó,28,21419
2022,7,Horta-Guinardó,35,el Guinardó,29,23532
2022,7,Horta-Guinardó,35,el Guinardó,30,18830
2022,7,Horta-Guinardó,35,el Guinardó,31,18315
2022,7,Horta-Guinardó,35,el Guinardó,32,21330
2022,7,Horta-Guinardó,35,el Guinardó,33,22252
2022,7,Horta-Guinardó,35,el Guinardó,34,24876
2022,7,Horta-Guinardó,35,el Guinardó,35,25033
2022,7,Horta-Guinardó,35,el Guinardó,36,24919
2022,7,Horta-Guinardó,35,el Guinardó,37,21285
2022,7,Horta-Guinardó,35,el Guinardó,38,21260
2022,7,Horta-Guinardó,35,el Guinardó,39,23316
2022,7,Horta-Guinardó,35,el Guinardó,40,22324
2022,7,Horta-Guinardó,35,el Guinardó,41,20236
2022,7,Horta-Guinardó,35,el Guinardó,42,21832
2022,7,Horta-Guinardó,35,el Guinardó,43,22331
2022,7,Horta-Guinardó,35,el Guinardó,44,23356
2022,7,Horta-Guinardó,35,el Guinardó,45,20475
2022,7,Horta-Guinardó,35,el Guinardó,46,20597
2022,7,Horta-Guinardó,35,el Guinardó,47,20448
2022,7,Horta-Guinardó,35,el Guinardó,48,21713
2022,7,Horta-Guinardó,35,el Guinardó,49,21177
2022,7,Horta-Guinardó,35,el Guinardó,50,20631
2022,7,Horta-Guinardó,35,el Guinardó,51,21212
2022,7,Horta-Guinardó,36,la Font d'en Fargues,52,28463
2022,7,Horta-Guinardó,36,la Font d'en Fargues,53,23759
2022,7,Horta-Guinardó,36,la Font d'en Fargues,54,30670
2022,7,Horta-Guinardó,36,la Font d'en Fargues,55,34358
2022,7,Horta-Guinardó,36,la Font d'en Fargues,56,24521
2022,7,Horta-Guinardó,36,la Font d'en Fargues,57,24831
2022,7,Horta-Guinardó,36,la Font d'en Fargues,58,23291
2022,7,Horta-Guinardó,37,el Carmel,59,16858
2022,7,Horta-Guinardó,37,el Carmel,60,16458
2022,7,Horta-Guinardó,37,el Carmel,61,17203
2022,7,Horta-Guinardó,37,el Carmel,62,17070
2022,7,Horta-Guinardó,37,el Carmel,63,14233
2022,7,Horta-Guinardó,37,el Carmel,64,15075
2022,7,Horta-Guinardó,37,el Carmel,65,13480
2022,7,Horta-Guinardó,37,el Carmel,66,14227
2022,7,Horta-Guinardó,37,el Carmel,67,14251
2022,7,Horta-Guinardó,37,el Carmel,68,13496
2022,7,Horta-Guinardó,37,el Carmel,69,14201
2022,7,Horta-Guinardó,37,el Carmel,70,14733
2022,7,Horta-Guinardó,37,el Carmel,71,17152
2022,7,Horta-Guinardó,37,el Carmel,72,16508
2022,7,Horta-Guinardó,37,el Carmel,73,14868
2022,7,Horta-Guinardó,37,el Carmel,74,15250
2022,7,Horta-Guinardó,37,el Carmel,75,14600
2022,7,Horta-Guinardó,37,el Carmel,76,15261
2022,7,Horta-Guinardó,37,el Carmel,77,14820
2022,7,Horta-Guinardó,37,el Carmel,78,14962
2022,7,Horta-Guinardó,37,el Carmel,79,14721
2022,7,Horta-Guinardó,37,el Carmel,80,16114
2022,7,Horta-Guinardó,38,la Teixonera,81,17815
2022,7,Horta-Guinardó,38,la Teixonera,82,16529
2022,7,Horta-Guinardó,38,la Teixonera,83,15662
2022,7,Horta-Guinardó,38,la Teixonera,84,16456
2022,7,Horta-Guinardó,38,la Teixonera,85,17516
2022,7,Horta-Guinardó,38,la Teixonera,86,16250
2022,7,Horta-Guinardó,38,la Teixonera,87,17808
2022,7,Horta-Guinardó,38,la Teixonera,88,17319
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,89,21134
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,90,18174
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,91,18855
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,92,13779
2022,7,Horta-Guinardó,39,Sant Genís dels Agudells,93,17601
2022,7,Horta-Guinardó,40,Montbau,94,19859
2022,7,Horta-Guinardó,40,Montbau,95,20165
2022,7,Horta-Guinardó,40,Montbau,96,18321
2022,7,Horta-Guinardó,40,Montbau,97,23509
2022,7,Horta-Guinardó,41,la Vall d'Hebron,98,28787
2022,7,Horta-Guinardó,41,la Vall d'Hebron,99,23736
2022,7,Horta-Guinardó,41,la Vall d'Hebron,100,20626
2022,7,Horta-Guinardó,41,la Vall d'Hebron,101,20947
2022,7,Horta-Guinardó,42,la Clota,102,20317
2022,7,Horta-Guinardó,43,Horta,103,19057
2022,7,Horta-Guinardó,43,Horta,104,17479
2022,7,Horta-Guinardó,43,Horta,105,22944
2022,7,Horta-Guinardó,43,Horta,106,21664
2022,7,Horta-Guinardó,43,Horta,107,25504
2022,7,Horta-Guinardó,43,Horta,108,21738
2022,7,Horta-Guinardó,43,Horta,109,17367
2022,7,Horta-Guinardó,43,Horta,110,22394
2022,7,Horta-Guinardó,43,Horta,111,25167
2022,7,Horta-Guinardó,43,Horta,112,21981
2022,7,Horta-Guinardó,43,Horta,113,18769
2022,7,Horta-Guinardó,43,Horta,114,22695
2022,7,Horta-Guinardó,43,Horta,115,26234
2022,7,Horta-Guinardó,43,Horta,116,20606
2022,7,Horta-Guinardó,43,Horta,117,22189
2022,7,Horta-Guinardó,43,Horta,118,21929
2022,7,Horta-Guinardó,43,Horta,119,18135
2022,7,Horta-Guinardó,43,Horta,120,19183
2022,7,Horta-Guinardó,43,Horta,121,16622
2022,7,Horta-Guinardó,43,Horta,122,20376
2022,7,Horta-Guinardó,43,Horta,123,22140
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,1,19409
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,2,21726
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,3,19286
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,4,17862
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,5,19835
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,6,19867
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,7,20862
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,8,20531
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,9,18178
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,10,22865
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,11,21402
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,12,20654
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,13,19387
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,14,17933
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,15,16797
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,16,19576
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,17,21408
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,18,19392
2022,8,Nou Barris,44,Vilapicina i la Torre Llobeta,19,17452
2022,8,Nou Barris,45,Porta,20,18659
2022,8,Nou Barris,45,Porta,21,19773
2022,8,Nou Barris,45,Porta,22,19438
2022,8,Nou Barris,45,Porta,23,17102
2022,8,Nou Barris,45,Porta,24,18493
2022,8,Nou Barris,45,Porta,25,16073
2022,8,Nou Barris,45,Porta,26,19417
2022,8,Nou Barris,45,Porta,27,21275
2022,8,Nou Barris,45,Porta,28,17267
2022,8,Nou Barris,45,Porta,29,15390
2022,8,Nou Barris,45,Porta,30,16911
2022,8,Nou Barris,45,Porta,31,17879
2022,8,Nou Barris,45,Porta,32,18518
2022,8,Nou Barris,45,Porta,33,15025
2022,8,Nou Barris,45,Porta,34,14471
2022,8,Nou Barris,45,Porta,35,17365
2022,8,Nou Barris,45,Porta,36,14065
2022,8,Nou Barris,45,Porta,37,16275
2022,8,Nou Barris,46,el Turó de la Peira,38,14978
2022,8,Nou Barris,46,el Turó de la Peira,39,15974
2022,8,Nou Barris,46,el Turó de la Peira,40,13621
2022,8,Nou Barris,46,el Turó de la Peira,41,11345
2022,8,Nou Barris,46,el Turó de la Peira,42,18449
2022,8,Nou Barris,46,el Turó de la Peira,43,16848
2022,8,Nou Barris,46,el Turó de la Peira,44,13570
2022,8,Nou Barris,46,el Turó de la Peira,45,13571
2022,8,Nou Barris,46,el Turó de la Peira,46,15219
2022,8,Nou Barris,46,el Turó de la Peira,47,12594
2022,8,Nou Barris,47,Can Peguera,48,11544
2022,8,Nou Barris,47,Can Peguera,49,14780
2022,8,Nou Barris,48,la Guineueta,50,22336
2022,8,Nou Barris,48,la Guineueta,51,20331
2022,8,Nou Barris,48,la Guineueta,52,18902
2022,8,Nou Barris,48,la Guineueta,53,21398
2022,8,Nou Barris,48,la Guineueta,54,18955
2022,8,Nou Barris,48,la Guineueta,55,24293
2022,8,Nou Barris,48,la Guineueta,56,17278
2022,8,Nou Barris,48,la Guineueta,57,18283
2022,8,Nou Barris,48,la Guineueta,58,16214
2022,8,Nou Barris,48,la Guineueta,59,17594
2022,8,Nou Barris,49,Canyelles,60,19684
2022,8,Nou Barris,49,Canyelles,61,17072
2022,8,Nou Barris,49,Canyelles,62,19190
2022,8,Nou Barris,49,Canyelles,63,21744
2022,8,Nou Barris,49,Canyelles,64,16194
2022,8,Nou Barris,50,les Roquetes,65,12263
2022,8,Nou Barris,50,les Roquetes,66,11410
2022,8,Nou Barris,50,les Roquetes,67,14532
2022,8,Nou Barris,50,les Roquetes,68,12272
2022,8,Nou Barris,50,les Roquetes,69,12663
2022,8,Nou Barris,50,les Roquetes,70,12306
2022,8,Nou Barris,50,les Roquetes,71,13290
2022,8,Nou Barris,50,les Roquetes,72,15116
2022,8,Nou Barris,50,les Roquetes,73,11124
2022,8,Nou Barris,50,les Roquetes,74,12384
2022,8,Nou Barris,51,Verdun,75,14747
2022,8,Nou Barris,51,Verdun,76,15339
2022,8,Nou Barris,51,Verdun,77,12485
2022,8,Nou Barris,51,Verdun,78,13538
2022,8,Nou Barris,51,Verdun,79,13264
2022,8,Nou Barris,51,Verdun,80,14413
2022,8,Nou Barris,51,Verdun,81,12727
2022,8,Nou Barris,51,Verdun,82,14764
2022,8,Nou Barris,52,la Prosperitat,83,15045
2022,8,Nou Barris,52,la Prosperitat,84,16393
2022,8,Nou Barris,52,la Prosperitat,85,14908
2022,8,Nou Barris,52,la Prosperitat,86,15631
2022,8,Nou Barris,52,la Prosperitat,87,15808
2022,8,Nou Barris,52,la Prosperitat,88,15209
2022,8,Nou Barris,52,la Prosperitat,89,16188
2022,8,Nou Barris,52,la Prosperitat,90,16561
2022,8,Nou Barris,52,la Prosperitat,91,16060
2022,8,Nou Barris,52,la Prosperitat,92,17283
2022,8,Nou Barris,52,la Prosperitat,93,15466
2022,8,Nou Barris,52,la Prosperitat,94,16509
2022,8,Nou Barris,52,la Prosperitat,95,19741
2022,8,Nou Barris,52,la Prosperitat,96,16413
2022,8,Nou Barris,52,la Prosperitat,97,15506
2022,8,Nou Barris,52,la Prosperitat,98,14651
2022,8,Nou Barris,52,la Prosperitat,99,14698
2022,8,Nou Barris,52,la Prosperitat,100,15137
2022,8,Nou Barris,52,la Prosperitat,101,16394
2022,8,Nou Barris,52,la Prosperitat,102,13393
2022,8,Nou Barris,53,la Trinitat Nova,103,11024
2022,8,Nou Barris,53,la Trinitat Nova,104,12794
2022,8,Nou Barris,53,la Trinitat Nova,105,13069
2022,8,Nou Barris,53,la Trinitat Nova,106,11991
2022,8,Nou Barris,53,la Trinitat Nova,107,13140
2022,8,Nou Barris,54,Torre Baró,108,11727
2022,8,Nou Barris,54,Torre Baró,109,11369
2022,8,Nou Barris,55,Ciutat Meridiana,110,9388
2022,8,Nou Barris,55,Ciutat Meridiana,111,10137
2022,8,Nou Barris,55,Ciutat Meridiana,112,10805
2022,8,Nou Barris,55,Ciutat Meridiana,113,10367
2022,8,Nou Barris,55,Ciutat Meridiana,114,11337
2022,8,Nou Barris,55,Ciutat Meridiana,115,10955
2022,8,Nou Barris,56,Vallbona,116,12195
2022,8,Nou Barris,48,la Guineueta,215,19951
2022,9,Sant Andreu,57,la Trinitat Vella,1,10047
2022,9,Sant Andreu,57,la Trinitat Vella,2,11167
2022,9,Sant Andreu,57,la Trinitat Vella,3,12049
2022,9,Sant Andreu,57,la Trinitat Vella,4,12476
2022,9,Sant Andreu,57,la Trinitat Vella,5,16648
2022,9,Sant Andreu,58,Baró de Viver,6,12662
2022,9,Sant Andreu,58,Baró de Viver,7,11895
2022,9,Sant Andreu,59,el Bon Pastor,8,24884
2022,9,Sant Andreu,59,el Bon Pastor,9,18382
2022,9,Sant Andreu,59,el Bon Pastor,10,15905
2022,9,Sant Andreu,59,el Bon Pastor,11,13532
2022,9,Sant Andreu,59,el Bon Pastor,13,11227
2022,9,Sant Andreu,59,el Bon Pastor,14,13484
2022,9,Sant Andreu,59,el Bon Pastor,15,13568
2022,9,Sant Andreu,60,Sant Andreu,16,20751
2022,9,Sant Andreu,60,Sant Andreu,17,21379
2022,9,Sant Andreu,60,Sant Andreu,18,20198
2022,9,Sant Andreu,60,Sant Andreu,19,22852
2022,9,Sant Andreu,60,Sant Andreu,20,22159
2022,9,Sant Andreu,60,Sant Andreu,21,23246
2022,9,Sant Andreu,60,Sant Andreu,22,24862
2022,9,Sant Andreu,60,Sant Andreu,23,23627
2022,9,Sant Andreu,60,Sant Andreu,24,23125
2022,9,Sant Andreu,60,Sant Andreu,25,24239
2022,9,Sant Andreu,60,Sant Andreu,26,24134
2022,9,Sant Andreu,60,Sant Andreu,27,23038
2022,9,Sant Andreu,60,Sant Andreu,28,26947
2022,9,Sant Andreu,60,Sant Andreu,29,20759
2022,9,Sant Andreu,60,Sant Andreu,30,22859
2022,9,Sant Andreu,60,Sant Andreu,31,23763
2022,9,Sant Andreu,60,Sant Andreu,32,17226
2022,9,Sant Andreu,60,Sant Andreu,33,20480
2022,9,Sant Andreu,60,Sant Andreu,34,17668
2022,9,Sant Andreu,60,Sant Andreu,35,20783
2022,9,Sant Andreu,60,Sant Andreu,36,21639
2022,9,Sant Andreu,60,Sant Andreu,37,17613
2022,9,Sant Andreu,60,Sant Andreu,38,22348
2022,9,Sant Andreu,60,Sant Andreu,39,21541
2022,9,Sant Andreu,60,Sant Andreu,40,23933
2022,9,Sant Andreu,60,Sant Andreu,41,20542
2022,9,Sant Andreu,60,Sant Andreu,42,23389
2022,9,Sant Andreu,60,Sant Andreu,43,20485
2022,9,Sant Andreu,60,Sant Andreu,44,22222
2022,9,Sant Andreu,60,Sant Andreu,45,21795
2022,9,Sant Andreu,60,Sant Andreu,46,24050
2022,9,Sant Andreu,60,Sant Andreu,47,24117
2022,9,Sant Andreu,60,Sant Andreu,48,21135
2022,9,Sant Andreu,60,Sant Andreu,49,20254
2022,9,Sant Andreu,60,Sant Andreu,50,22465
2022,9,Sant Andreu,60,Sant Andreu,51,22979
2022,9,Sant Andreu,60,Sant Andreu,52,21741
2022,9,Sant Andreu,60,Sant Andreu,53,23877
2022,9,Sant Andreu,60,Sant Andreu,54,23071
2022,9,Sant Andreu,61,la Sagrera,55,16750
2022,9,Sant Andreu,61,la Sagrera,56,21334
2022,9,Sant Andreu,61,la Sagrera,57,19242
2022,9,Sant Andreu,61,la Sagrera,58,22129
2022,9,Sant Andreu,61,la Sagrera,59,21720
2022,9,Sant Andreu,61,la Sagrera,60,19710
2022,9,Sant Andreu,61,la Sagrera,61,23433
2022,9,Sant Andreu,61,la Sagrera,62,22382
2022,9,Sant Andreu,61,la Sagrera,63,24118
2022,9,Sant Andreu,61,la Sagrera,64,21589
2022,9,Sant Andreu,61,la Sagrera,65,19733
2022,9,Sant Andreu,61,la Sagrera,66,23879
2022,9,Sant Andreu,61,la Sagrera,67,18526
2022,9,Sant Andreu,61,la Sagrera,68,21785
2022,9,Sant Andreu,61,la Sagrera,69,20396
2022,9,Sant Andreu,61,la Sagrera,70,14842
2022,9,Sant Andreu,61,la Sagrera,71,18892
2022,9,Sant Andreu,61,la Sagrera,72,16511
2022,9,Sant Andreu,61,la Sagrera,73,21092
2022,9,Sant Andreu,62,el Congrés i els Indians,74,19153
2022,9,Sant Andreu,62,el Congrés i els Indians,75,18611
2022,9,Sant Andreu,62,el Congrés i els Indians,76,19255
2022,9,Sant Andreu,62,el Congrés i els Indians,77,20723
2022,9,Sant Andreu,62,el Congrés i els Indians,78,21425
2022,9,Sant Andreu,62,el Congrés i els Indians,79,21571
2022,9,Sant Andreu,62,el Congrés i els Indians,80,21621
2022,9,Sant Andreu,62,el Congrés i els Indians,81,20763
2022,9,Sant Andreu,62,el Congrés i els Indians,82,20171
2022,9,Sant Andreu,63,Navas,83,21312
2022,9,Sant Andreu,63,Navas,84,23579
2022,9,Sant Andreu,63,Navas,85,21511
2022,9,Sant Andreu,63,Navas,86,20704
2022,9,Sant Andreu,63,Navas,87,22819
2022,9,Sant Andreu,63,Navas,88,19522
2022,9,Sant Andreu,63,Navas,89,19640
2022,9,Sant Andreu,63,Navas,90,19613
2022,9,Sant Andreu,63,Navas,91,20773
2022,9,Sant Andreu,63,Navas,92,21585
2022,9,Sant Andreu,63,Navas,93,21408
2022,9,Sant Andreu,63,Navas,94,21710
2022,9,Sant Andreu,63,Navas,95,21858
2022,9,Sant Andreu,61,la Sagrera,156,18916
