CODI_EIXOS,M_CODI_EIXOS,BCN1,BCN2,BCN3,NOM,CARRCADAST,DOORNUM,CBARRI,NBARRI,CDISTRI,NDISTRIC,RCNUMBER,DATAINICI,ULTIMA_VISITA,X,Y,X_ED50,Y_ED50
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",259,05,"el Fort Pienc",02,Eixample,1537428DF3813H,2011-07-06,31/03/2014,431545.54,4583822.5,"431545,5","4583822,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",261,05,"el Fort Pienc",02,Eixample,1537427DF3813H,2011-07-06,31/03/2014,431539.08,4583819.59,"431539,9","4583819,9"
maqui,other,"COMERÇ AL DETALL",ALTRES,MAQUINÀRIA,"Coremosa Shar","AV DIAGONAL",263,05,"el Fort Pienc",02,Eixample,1537432DF3813H,2013-12-12,31/03/2014,431521,4583838,"431521,1","4583838,8"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Café del Rey Gazul","AV DIAGONAL",263,05,"el Fort Pienc",02,Eixample,1537432DF3813H,2013-12-12,31/03/2014,431521,4583838,"431521,1","4583838,8"
ofic,serv,SERVEIS,SERVEIS,ALTRES,IRM,"AV DIAGONAL",267,05,"el Fort Pienc",02,Eixample,1537432DF3813H,2013-12-12,31/03/2014,431521,4583838,"431521,1","4583838,8"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Alarma Verisure","AV DIAGONAL",269,05,"el Fort Pienc",02,Eixample,1337601DF3813G,2013-12-12,31/03/2014,431364,4583770,"431364,4",4583770
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",269,05,"el Fort Pienc",02,Eixample,1337601DF3813G,2013-12-12,31/03/2014,431364,4583770,"431364,4",4583770
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","The British Dental Clinic","AV DIAGONAL",281,05,"el Fort Pienc",02,Eixample,1236405DF3813E,2013-12-12,31/03/2014,43126851112826,45837418506865,"431268,851","4583741,185"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)","Crack Moto","AV DIAGONAL",281,05,"el Fort Pienc",02,Eixample,1236405DF3813E,2011-07-06,31/03/2014,431268.51,4583741.85,"431268,8","4583741,1"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)",A-Car,"AV DIAGONAL",281,05,"el Fort Pienc",02,Eixample,1236405DF3813E,2013-12-12,31/03/2014,43126851112826,45837418506865,"431268,851","4583741,185"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",283,05,"el Fort Pienc",02,Eixample,1236403DF3813E,2013-12-12,31/03/2014,431245,4583735,"431245,5","4583735,5"
viat,serv,SERVEIS,SERVEIS,ALTRES,"Over Disseny Experts en Viatges","AV DIAGONAL",283,05,"el Fort Pienc",02,Eixample,1236403DF3813E,2013-12-12,31/03/2014,431245,4583735,"431245,5","4583735,5"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Plus Ultra Assegurances","AV DIAGONAL",285,05,"el Fort Pienc",02,Eixample,1236402DF3813E,2013-12-11,31/03/2014,431230,4583737,431230,"4583737,7"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Restaurant Diagonal Dos-Vuit-Set","AV DIAGONAL",287,05,"el Fort Pienc",02,Eixample,1036505DF3813E,2013-12-12,31/03/2014,431127,4583704,"431127,7","4583704,4"
info,altr,"COMERÇ AL DETALL","OCI I CULTURA",INFORMÀTICA,Hardmicro,"AV DIAGONAL",287,05,"el Fort Pienc",02,Eixample,1036505DF3813E,2013-12-12,31/03/2014,431127,4583704,"431127,7","4583704,4"
arranj,serv,SERVEIS,SERVEIS,"MANTENIMENT, NETEJA I PRODUCCIÓ","Ser-cat Serralleria","AV DIAGONAL",287,05,"el Fort Pienc",02,Eixample,1036505DF3813E,2013-12-12,31/03/2014,431127,4583704,"431127,7","4583704,4"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES","Can Copia","AV DIAGONAL",289,05,"el Fort Pienc",02,Eixample,1036504DF3813E,2011-07-06,31/03/2014,431110.71,4583694.47,431110,"4583694,4"
constr,serv,SERVEIS,SERVEIS,ALTRES,"Doinse Domotica d Instalacions","AV DIAGONAL",296,06,"la Sagrada Família",02,Eixample,1740809DF3814B,2011-07-06,31/03/2014,431795.44,4583992.96,"431795,5","4583992,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",297,05,"el Fort Pienc",02,Eixample,1036503DF3813E,2013-12-12,31/03/2014,431095,4583684,"431095,5","4583684,4"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",298,06,"la Sagrada Família",02,Eixample,1740810DF3814B,2013-12-09,31/03/2014,431770,4583986,431770,"4583986,6"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",298,06,"la Sagrada Família",02,Eixample,1740810DF3814B,2013-12-09,31/03/2014,431770,4583986,431770,"4583986,6"
ofic,serv,SERVEIS,SERVEIS,ALTRES,Tedesco,"AV DIAGONAL",299,05,"el Fort Pienc",02,Eixample,1036502DF3813E,2013-12-12,31/03/2014,43106106189172,45836835092005,"431061,106","4583683,35"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,"Automóviles Dimarán","AV DIAGONAL",299,05,"el Fort Pienc",02,Eixample,1036502DF3813E,2013-12-12,31/03/2014,43106106189172,45836835092005,"431061,106","4583683,35"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",300,06,"la Sagrada Família",02,Eixample,1739308DF3813H,2013-12-09,31/03/2014,431742,4583973,"431742,2","4583973,3"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Rosalert Restaurant Marisqueria","AV DIAGONAL",301,07,"la Dreta de l Eixample",02,Eixample,0936709DF3803F,2011-07-06,31/03/2014,431002,4583663.84,"431002,2","4583663,3"
arte,cult,"COMERÇ AL DETALL",ALTRES,"SEGELLS, MONEDES I ANTIGUITATS","Marcos Torres","AV DIAGONAL",302,06,"la Sagrada Família",02,Eixample,1739308DF3813H,2013-12-09,31/03/2014,431742,4583973,"431742,2","4583973,3"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","El Burga Cafe","AV DIAGONAL",303,07,"la Dreta de l Eixample",02,Eixample,0936708DF3803F,2011-07-06,31/03/2014,430994.9,4583659.82,"430994,4","4583659,9"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Restaurante Raul","AV DIAGONAL",303,07,"la Dreta de l Eixample",02,Eixample,0936708DF3803F,2011-07-06,31/03/2014,430994.9,4583659.82,"430994,4","4583659,9"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Bio Rad","AV DIAGONAL",304,06,"la Sagrada Família",02,Eixample,1739309DF3813H,2013-12-09,31/03/2014,43172329863885,45839772337744,"431723,329","4583977,723"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","DiaMed Iberica","AV DIAGONAL",304,06,"la Sagrada Família",02,Eixample,1739309DF3813H,2011-07-06,31/03/2014,431723.3,4583977.23,"431723,3","4583977,7"
hote,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Room 305 BCN","AV DIAGONAL",305,07,"la Dreta de l Eixample",02,Eixample,0936707DF3803F,2013-12-31,31/03/2014,43098596222403,45836550286742,"430985,596","4583655,502"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Mi Rincón","AV DIAGONAL",305,07,"la Dreta de l Eixample",02,Eixample,0936707DF3803F,2013-12-31,31/03/2014,43098596222403,45836550286742,"430985,596","4583655,502"
pelu,serv,SERVEIS,SERVEIS,ALTRES,Orizzont,"AV DIAGONAL",307,07,"la Dreta de l Eixample",02,Eixample,0936706DF3803F,2013-12-31,31/03/2014,43097696227462,45836501986134,"430976,696","4583650,019"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL",.elmar,"AV DIAGONAL",310,06,"la Sagrada Família",02,Eixample,1138818DF3813G,2011-07-06,31/03/2014,431219.35,4583799.22,"431219,9","4583799,9"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",311,07,"la Dreta de l Eixample",02,Eixample,0936704DF3803F,2011-07-06,31/03/2014,430964.6,4583635.57,"430964,4","4583635,5"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",312,06,"la Sagrada Família",02,Eixample,1138819DF3813G,2011-07-06,31/03/2014,431202.45,4583806.08,"431202,2","4583806,6"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",313,07,"la Dreta de l Eixample",02,Eixample,0936703DF3803F,2011-07-06,31/03/2014,430949.29,4583635.86,"430949,9","4583635,5"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Axis Centre Mèdic","AV DIAGONAL",314,06,"la Sagrada Família",02,Eixample,1138819DF3813G,2011-07-06,31/03/2014,431202.45,4583806.08,"431202,2","4583806,6"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,"Piaggio Center Motos","AV DIAGONAL",315,07,"la Dreta de l Eixample",02,Eixample,0835308DF3803F,2011-07-06,31/03/2014,430854.71,4583614.72,"430854,4","4583614,4"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",316,06,"la Sagrada Família",02,Eixample,1138820DF3813G,2011-07-06,31/03/2014,431196.94,4583807.31,"431196,6","4583807,7"
admi,ALTRES,ALTRES,ALTRES,ALTRES,"Equip D Atenció A Dones","CL GARCILASO","23 37",61,"la Sagrera",09,"Sant Andreu",2461919DF3826A,2012-06-20,18/02/2014,432439,4586168,"432439,9","4586168,8"
masco,serv,SERVEIS,SERVEIS,ALTRES,"Survet Urgencias Veterinaias","AV DIAGONAL",317,07,"la Dreta de l Eixample",02,Eixample,0835307DF3803F,2011-07-06,31/03/2014,430838.3,4583607.48,"430838,8","4583607,7"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",318,06,"la Sagrada Família",02,Eixample,1138821DF3813G,2011-07-06,31/03/2014,431190.95,4583805.01,431190,"4583805,5"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",319,07,"la Dreta de l Eixample",02,Eixample,0835306DF3803F,2013-12-31,31/03/2014,430826,4583601,"430826,6","4583601,1"
farm,altr,"COMERÇ AL DETALL","QUOTIDIÀ NO ALIMENTARI",FARMÀCIES,Farmacia,"AV DIAGONAL",319,07,"la Dreta de l Eixample",02,Eixample,0835306DF3803F,2011-07-06,31/03/2014,430826.94,4583601.09,"430826,6","4583601,1"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",319,07,"la Dreta de l Eixample",02,Eixample,0835306DF3803F,2013-12-31,31/03/2014,430826,4583601,"430826,6","4583601,1"
ofic,serv,SERVEIS,SERVEIS,ALTRES,Abogados,"AV DIAGONAL",321,07,"la Dreta de l Eixample",02,Eixample,0835303DF3803F,2011-07-06,31/03/2014,430793.55,4583597.35,"430793,3","4583597,7"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)","Glass Drive","AV DIAGONAL",322,06,"la Sagrada Família",02,Eixample,1138824DF3813G,2011-07-06,31/03/2014,431168.63,4583798.86,"431168,8","4583798,8"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",322,06,"la Sagrada Família",02,Eixample,1138824DF3813G,2013-12-09,31/03/2014,43116863084959,45837988598363,"431168,863","4583798,885"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","La lluna Barcelona Bar","AV DIAGONAL",323,07,"la Dreta de l Eixample",02,Eixample,0835302DF3803F,2011-07-06,31/03/2014,430785.48,4583592.88,"430785,5","4583592,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",324,06,"la Sagrada Família",02,Eixample,1138826DF3813G,2013-12-09,31/03/2014,43114986089324,45837969296966,"431149,986","4583796,692"
admi,ALTRES,ALTRES,ALTRES,ALTRES,"Jutjats Socials","CL GIRONA",2,07,"la Dreta de l Eixample",02,Eixample,1227916DF3812E,2012-09-28,31/12/2013,431272,4582676,"431272,2","4582676,6"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Jordi s Perruqueries","AV DIAGONAL",325,07,"la Dreta de l Eixample",02,Eixample,0835301DF3803F,2011-07-06,31/03/2014,430772.58,4583585.11,"430772,2","4583585,5"
ofic,serv,SERVEIS,SERVEIS,ALTRES,"Aurotre Iberica Material para Odontología","AV DIAGONAL",326,06,"la Sagrada Família",02,Eixample,1138827DF3813G,2011-07-06,31/03/2014,431137.99,4583802.44,"431137,7","4583802,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",326,06,"la Sagrada Família",02,Eixample,1138827DF3813G,2013-12-09,31/03/2014,43113799086973,45838024395975,"431137,799","4583802,243"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",327,05,"el Fort Pienc",02,Eixample,1036503DF3813E,2013-12-31,31/03/2014,431095,4583684,"431095,5","4583684,4"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Punt Toronja Interiors","AV DIAGONAL",328,06,"la Sagrada Família",02,Eixample,1138828DF3813G,2011-07-06,31/03/2014,431132.8,4583797.36,"431132,2","4583797,7"
rent,tran,SERVEIS,SERVEIS,ALTRES,"Urban Rent Scooter","AV DIAGONAL",328,06,"la Sagrada Família",02,Eixample,1138828DF3813G,2013-12-09,31/03/2014,43113280091633,45837973595661,"431132,28","4583797,735"
tall,tran,SERVEIS,SERVEIS,"REPARACIONS (ELECTRODOMÈSTICS I AUTOMÒBILS)",Motoprix,"AV DIAGONAL",328,06,"la Sagrada Família",02,Eixample,1138828DF3813G,2011-07-06,31/03/2014,431132.8,4583797.36,"431132,2","4583797,7"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES","Micro Line Digital Center","AV DIAGONAL",329,07,"la Dreta de l Eixample",02,Eixample,0635705DF3803F,2011-07-06,31/03/2014,430676.54,4583542.22,"430676,6","4583542,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",329,05,"el Fort Pienc",02,Eixample,1036503DF3813E,2011-07-06,31/03/2014,431095.66,4583684.01,"431095,5","4583684,4"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",330,06,"la Sagrada Família",02,Eixample,1138829DF3813G,2011-07-06,31/03/2014,431128.42,4583780.1,"431128,8",4583780
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",330,06,"la Sagrada Família",02,Eixample,1138829DF3813G,2013-12-09,31/03/2014,43112842105417,45837800995601,"431128,842","4583780,009"
pape,cult,"COMERÇ AL DETALL","OCI I CULTURA","LLIBRES, DIARIS I REVISTES","Copidis Copisteria i Arts Grafiques","AV DIAGONAL",331,07,"la Dreta de l Eixample",02,Eixample,0635704DF3803F,2011-07-06,31/03/2014,430668.59,4583539.9,"430668,8","4583539,9"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES",Santander,"AV DIAGONAL",331,07,"la Dreta de l Eixample",02,Eixample,0635704DF3803F,2011-07-06,31/03/2014,430668.59,4583539.9,"430668,8","4583539,9"
info,altr,"COMERÇ AL DETALL","OCI I CULTURA",INFORMÀTICA,"Diagonal Informatica y Comunicaciones, S.A.","AV DIAGONAL",331,07,"la Dreta de l Eixample",02,Eixample,0635704DF3803F,2011-07-06,31/03/2014,430668.59,4583539.9,"430668,8","4583539,9"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","La fonda Paisa Restaurent Colombiano","AV DIAGONAL",332,06,"la Sagrada Família",02,Eixample,1037607DF3813G,2011-07-06,31/03/2014,431094.89,4583761.58,"431094,4","4583761,1"
pelu,serv,SERVEIS,SERVEIS,ALTRES,"Mota Atelier","AV DIAGONAL",333,07,"la Dreta de l Eixample",02,Eixample,0635703DF3803F,2011-07-06,31/03/2014,430653.89,4583536.07,"430653,3","4583536,6"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",334,06,"la Sagrada Família",02,Eixample,1037608DF3813G,2013-12-09,31/03/2014,4310680013331,45837556591391,"431068,8","4583755,565"
inmo,serv,SERVEIS,SERVEIS,"ACTIVITATS IMMOBILIÀRIES","Area Casas","AV DIAGONAL",335,07,"la Dreta de l Eixample",02,Eixample,0534308DF3803D,2011-07-06,31/03/2014,430567.85,4583522.27,"430567,7","4583522,2"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Sit Down","AV DIAGONAL",335,07,"la Dreta de l Eixample",02,Eixample,0534308DF3803D,2011-07-06,31/03/2014,430567.85,4583522.27,"430567,7","4583522,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",336,06,"la Sagrada Família",02,Eixample,1037609DF3813G,2011-07-06,31/03/2014,431055.96,4583750.37,"431055,5",4583750
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",336,06,"la Sagrada Família",02,Eixample,1037609DF3813G,2013-12-09,31/03/2014,43105596139188,45837503690558,"431055,596","4583750,036"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",336,06,"la Sagrada Família",02,Eixample,1037609DF3813G,2011-07-06,31/03/2014,431055.96,4583750.37,"431055,5",4583750
constr,serv,SERVEIS,SERVEIS,ALTRES,"Real Estate","AV DIAGONAL",336,06,"la Sagrada Família",02,Eixample,1037609DF3813G,2013-12-09,31/03/2014,43105596139188,45837503690558,"431055,596","4583750,036"
bar,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","La Rouge","AV DIAGONAL",337,07,"la Dreta de l Eixample",02,Eixample,0534306DF3803D,2011-07-06,31/03/2014,430540.73,4583507.7,430540,"4583507,7"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",337,07,"la Dreta de l Eixample",02,Eixample,0534306DF3803D,2013-12-31,31/03/2014,430540,4583507,430540,"4583507,7"
fruit,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","FRUITES I VERDURES","FRUITES I VERDURES","AV DIAGONAL",338,06,"la Sagrada Família",02,Eixample,1037601DF3813G,2013-12-09,31/03/2014,43104125142767,45837486489466,"431041,125","4583748,864"
fruit,quot,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","FRUITES I VERDURES","Fruites Sa2pe","AV DIAGONAL",338,06,"la Sagrada Família",02,Eixample,1037601DF3813G,2011-07-06,31/03/2014,431041.25,4583748.65,"431041,1","4583748,8"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Brasilia Restaurant","AV DIAGONAL",338,06,"la Sagrada Família",02,Eixample,1037601DF3813G,2011-07-06,31/03/2014,431041.25,4583748.65,"431041,1","4583748,8"
admi,ALTRES,ALTRES,ALTRES,ALTRES,"Departament De Justicia","CL GIRONA",89,07,"la Dreta de l Eixample",02,Eixample,0631601DF3803B,2009-11-11,31/12/2013,430706,4583203,"430706,6","4583203,3"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Per Bacco Ristorante Pizzeria","AV DIAGONAL",339,07,"la Dreta de l Eixample",02,Eixample,0534304DF3803D,2011-07-06,31/03/2014,430515.47,4583503.72,"430515,5","4583503,3"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)",Brasilia,"AV DIAGONAL",340,06,"la Sagrada Família",02,Eixample,1037601DF3813G,2013-12-09,31/03/2014,43104125142767,45837486489466,"431041,125","4583748,864"
foto,cult,SERVEIS,SERVEIS,ALTRES,"Bon Imatge","AV DIAGONAL",341,07,"la Dreta de l Eixample",02,Eixample,0534302DF3803D,2013-12-31,31/03/2014,43047794421281,458349656506,"430477,794","4583496,656"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Orthoestetic Clinica Dental","AV DIAGONAL",341,07,"la Dreta de l Eixample",02,Eixample,0534302DF3803D,2011-07-06,31/03/2014,430477.94,4583496.57,"430477,7","4583496,6"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Xemeneies Onix, S.A.","AV DIAGONAL",343,07,"la Dreta de l Eixample",02,Eixample,0434108DF3803C,2011-07-06,31/03/2014,430428.04,4583460.8,"430428,8",4583460
salud,serv,SERVEIS,SERVEIS,ALTRES,"Epic Clínic","AV DIAGONAL",345,07,"la Dreta de l Eixample",02,Eixample,0434107DF3803C,2011-07-06,31/03/2014,430416.53,4583460.09,"430416,6",4583460
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Iaso parasoles Toldos Carpas Tensoestaticas","AV DIAGONAL",351,07,"la Dreta de l Eixample",02,Eixample,0434103DF3803C,2011-07-06,31/03/2014,430374.29,4583445.98,"430374,4","4583445,5"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",352,07,"la Dreta de l Eixample",02,Eixample,0837719DF3803F,2013-12-31,31/03/2014,43092156191819,45837084080997,"430921,156","4583708,84"
rest,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","353 Avenue Restaurant","AV DIAGONAL",353,07,"la Dreta de l Eixample",02,Eixample,0233406DF3803C,2011-07-06,31/03/2014,430279.6,4583429.35,"430279,9","4583429,9"
disco,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Why Not Cocktail Bar","AV DIAGONAL",353,07,"la Dreta de l Eixample",02,Eixample,0233406DF3803C,2011-07-06,31/03/2014,430279.6,4583429.35,"430279,9","4583429,9"
llar,llar,"COMERÇ AL DETALL","PARAMENT DE LA LLAR","MOBLES I ARTICLES FUSTA I METALL","Madertec Parquet","AV DIAGONAL",354,07,"la Dreta de l Eixample",02,Eixample,0837720DF3803F,2011-07-06,31/03/2014,430900.11,4583705.49,430900,"4583705,5"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",354,07,"la Dreta de l Eixample",02,Eixample,0837720DF3803F,2013-12-31,31/03/2014,43090011197352,45837054879411,"430900,011","4583705,548"
arranj,serv,SERVEIS,SERVEIS,"MANTENIMENT, NETEJA I PRODUCCIÓ","Arreglos Prendas Vestir","AV DIAGONAL",354,07,"la Dreta de l Eixample",02,Eixample,0837720DF3803F,2011-07-06,31/03/2014,430900.11,4583705.49,430900,"4583705,5"
estanc,altr,"COMERÇ AL DETALL","QUOTIDIÀ ALIMENTARI","TABAC I ARTICLES FUMADORS","Tabacos Exp Nº 160","AV DIAGONAL",354,07,"la Dreta de l Eixample",02,Eixample,0837720DF3803F,2011-07-06,31/03/2014,430900.11,4583705.49,430900,"4583705,5"
cons,serv,SERVEIS,SERVEIS,"SANITAT I ASSISTÈNCIA","Medycsa Centro Medico","AV DIAGONAL",355,07,"la Dreta de l Eixample",02,Eixample,0233405DF3803C,2011-07-06,31/03/2014,430258.79,4583419.14,"430258,8","4583419,9"
banca,serv,SERVEIS,SERVEIS,"FINANCES I ASSEGURANCES","La Caixa","AV DIAGONAL",355,07,"la Dreta de l Eixample",02,Eixample,0233405DF3803C,2011-07-06,31/03/2014,430258.79,4583419.14,"430258,8","4583419,9"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,"Honda Taulé","AV DIAGONAL",356,07,"la Dreta de l Eixample",02,Eixample,0837721DF3803F,2013-12-31,31/03/2014,43088133193936,4583713807785,"430881,133","4583713,38"
conc,tran,"COMERÇ AL DETALL",AUTOMOCIÓ,VEHICLES,"Taulé motos","AV DIAGONAL",356,07,"la Dreta de l Eixample",02,Eixample,0837721DF3803F,2011-07-06,31/03/2014,430881.33,4583713.81,"430881,1","4583713,3"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",357,07,"la Dreta de l Eixample",02,Eixample,0233404DF3803C,2013-12-31,31/03/2014,43024312522233,45834114734083,"430243,312","4583411,147"
cafe,host,SERVEIS,SERVEIS,"RESTAURANTS, BARS I HOTELS (INCLÒS HOSTALS, PENSIONS I FONDES)","Cafè De Les Punxes","AV DIAGONAL",357,07,"la Dreta de l Eixample",02,Eixample,0233404DF3803C,2013-12-31,31/03/2014,43024312522233,45834114734083,"430243,312","4583411,147"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",358,07,"la Dreta de l Eixample",02,Eixample,0837728DF3803F,2013-12-31,31/03/2014,43086864201411,45837065477,"430868,864","4583706,654"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",358,07,"la Dreta de l Eixample",02,Eixample,0837728DF3803F,2013-12-31,31/03/2014,43086864201411,45837065477,"430868,864","4583706,654"
arte,cult,"COMERÇ AL DETALL",ALTRES,"SEGELLS, MONEDES I ANTIGUITATS","Vera Numsmatica Antiguitats","AV DIAGONAL",359,07,"la Dreta de l Eixample",02,Eixample,0233403DF3803C,2011-07-06,31/03/2014,430226.47,4583412.23,"430226,6","4583412,2"
localb,locb,"LOCAL BUIT","LOCAL BUIT","LOCAL BUIT","Local Buit","AV DIAGONAL",359,07,"la Dreta de l Eixample",02,Eixample,0233403DF3803C,2011-07-06,31/03/2014,430226.47,4583412.23,"430226,6","4583412,2"
